,Publication Type,Authors,Article Title,Document Type,Author Keywords,Keywords Plus,Abstract,Publication Date,Publication Year,DOI,DOI Link
92,J,"Marcus, L",Overcoming the Subject-Object Dichotomy in Urban Modeling: Axial Maps as Geometric Representations of Affordances in the Built Environment,Article,space syntax; affordances; urban modeling; sustainable urban design; spatial cognition,SPACE SYNTAX; NETWORK; CHOICE,"The world is witnessing unprecedented urbanization, bringing extreme challenges to contemporary practices in urban planning and design. This calls for improved urban models that can generate new knowledge and enhance practical skill. Importantly, any urban model embodies a conception of the relation between humans and the physical environment. In urban modeling this is typically conceived of as a relation between human subjects and an environmental object, thereby reproducing a humansenvironment dichotomy. Alternative modeling traditions, such as space syntax that originates in architecture rather than geography, have tried to overcome this dichotomy. Central in this effort is the development of new representations of urban space, such as in the case of space syntax, the axial map. This form of representation aims to integrate both human behavior and the physical environment into one and the same description. Interestingly, models based on these representations have proved to better capture pedestrian movement than regular models. Pedestrian movement, as well as other kinds of human flows in urban space, is essential for urban modeling, since increasingly flows of this kind are understood as the driver in urban processes. Critical for a full understanding of space syntax modeling is the ontology of its' representations, such as the axial map. Space syntax theory here often refers to James Gibson's Theory of affordances, where the concept of affordances, in a manner similar to axial maps, aims to bridge the subject-object dichotomy by neither constituting physical properties of the environment or human behavior, but rather what emerges in the meeting between the two. In extension of this, the axial map can be interpreted as a representation of how the physical form of the environment affords human accessibility and visibility in urban space. This paper presents a close examination of the form of representations developed in space syntax methodology, in particular in the light of Gibson's theory of affordances. The overarching aim is to contribute to a theoretical framework for urban models based on affordances, which may support the overcoming of the subject-object dichotomy in suchmodels, here deemed essential for a greater social-ecological sustainability of cities.",APR 20,2018.0,10.3389/fpsyg.2018.00449,0.0
1,J,"Zhou, ZP; Goh, YM; Shen, LJ",Overview and Analysis of Ontology Studies Supporting Development of the Construction Industry,Article,Ontology; Knowledge representation; Semantic web; Information interoperability; Construction industry; Cluster analysis; Word cloud,KNOWLEDGE; MANAGEMENT; FRAMEWORK; FOUNDATIONS; PRINCIPLES; DESIGN,"Being information-intensive, the construction industry has the feature of multiagents, including multiparticipants from different disciplines, multiprocesses with a long-span timeline, and multidocuments generated by various systems. The multistakeholder context of the construction industry creates problems such as poor information interoperability and low productivity arising from difficulties in information reuse. Many researchers have explored the use of ontology to address these issues. This study aims to review ontology research to explore its trends, gaps, and opportunities in the construction industry. A systematic process employing three-phase search method, objective analysis and subjective analysis, helps to provide enough potential articles related to construction ontology research, and to reduce arbitrariness and subjectivity involved in research topic analysis. As a result, three main research topics aligned with the ontology development lifecycle were derived as follows: information integration based on ontology, ontology building, and ontology application. In addition, research gaps and the corresponding research agenda were identified. This detailed review provides the basis for further studies on the use of ontology in the construction industry. The research trends and gaps can serve as motivation for researchers and practitioners to work on the next generation of ontology studies to support the development of the construction industry.",NOV,2016.0,10.1061/(ASCE)CP.1943-5487.0000594,0.0
58,J,"Rezgui, Y; Boddy, S; Wetherill, M; Cooper, G","Past, present and future of information and knowledge sharing in the construction industry: Towards semantic service-based e-construction?",Article,Product data technology; STEP (ISO 10303); IfC; BIM; Ontology; CAD; Web service; e-Process,DESIGN; MANAGEMENT,"The paper reviews product data technology initiatives in the construction sector and provides a synthesis of related ICT industry needs. A comparison between (a) the data centric characteristics of Product Data Technology (PDT) and (b) ontology with a focus on semantics, is given, highlighting the pros and cons of each approach. The paper advocates the migration from data-centric application integration to ontology-based business process support, and proposes inter-enterprise collaboration architectures and frameworks based on semantic services, underpinned by ontology-based knowledge structures. The paper discusses the main reasons behind the low industry take up of product data technology, and proposes a preliminary roadmap for the wide industry diffusion of the proposed approach. In this respect, the paper stresses the value of adopting alliance-based modes of operation. (C) 2009 Elsevier Ltd. All rights reserved.",MAY,2011.0,10.1016/j.cad.2009.06.005,0.0
193,J,"Bender, S; Stoy, C",Process gaps of model-based construction cost estimation from selected constellation of actors,Article,,BIM; ONTOLOGY,"The corresponding and determining success factors of construction projects are essentially quality, deadlines and costs. Cost planning is therefore already a component of the planning service in early phases and has a significant influence on the pros and cons of project implementation. Digital tools and new process flows have been established in the construction industry as part of the digitalization process. Model-based construction cost estimation is used in BIM-based construction projects and obtains element sets and information from digital building models, which consist of objects with alphanumeric and graphic properties. The model-based cost planning processes are not sufficiently scientifically proven and are not subject to a standardized procedure. An idealtypical model-based target cost estimation process is determined via literature sources.This cost estimation process is reviewed by expert interviews and their analysis by a qualitative content analysis. The result is an actual cost estimation process from current practice, which describes approach and shows process gaps in the area of integration of specialist planner models as well as cost control and cost management.",,2021.0,10.37544/0005-6650-2021-03-38,0.0
194,J,"Guillem, A; Bruseker, G; Ronzino, P","Process, concept or thing? Some initial considerations in the ontological modelling of architecture",Article,Architectural documentation; CIDOC CRM; FRBRoo; CRMba; Ontological modelling,,"Architectural knowledge, representing an understanding of our built environment and how it functions, is a domain of research of high interest as much to laypeople as to architects themselves, researchers in cultural heritage in general and formal ontologists. In this work, we aim to provide an initial approach to the question of how to model architectural data in a formal ontology structure and consider some of the problems involved. This question is challenging both for the inherent difficulties of the discourse to be modelled but also for the lack of available structured data sources that would distinctly represent the architectural perspective proper, as well as for the contentious nature of the definition of architecture itself. We, therefore, take the step of exploring in broad strokes the possible approaches to architecture, tracing the notion of architecture as idea, process or thing from the literature. On the basis of this enquiry, we propose a model of some top-level referents of architecture using FRBRoo, an extension of CIDOC CRM that can be used to model creative processes. We argue that with the addition of only four classes to this model, to capture certain architecturally specific concepts and activities, we are able to provide an adequate high-level first approach to this problem. Further, by connecting this work to the existing extension of CRMba, which models built work as a system of relations of filled and unfilled spaces, there is a sufficient high-level ontological structure to begin to test for its utility to explore the issues of the relation between architecture as idea, process and thing.",NOV,2017.0,10.1007/s00799-016-0188-0,0.0
119,J,"Jansson, G; Schade, J; Olofsson, T",REQUIREMENTS MANAGEMENT FOR THE DESIGN OF ENERGY EFFICIENT BUILDINGS,Article,Requirement management; Axiomatic design theory; Energy performance; Stage-based design process,,"Buildings are designed to fulfil the multiple and, often, contradictory requirements of users, clients and society. Energy aspects are often not considered before the detailed design phase and a systematic way of analysing the energy performance of solutions throughout the design phase is lacking. A suggested framework, based on engineering design theories of requirements management, was applied to a case study of the design of an energy-efficient building in a real construction project. The case study provided qualitative insights into how the proposed framework can contribute to a more structured requirements management of a construction project with a focus on the energy-efficient design of buildings. It can be seen that the proposed framework for requirements management of energy performance provides a structure for designers to consider and apply energy performance criteria in the early design stages and visualize the consequences of alternative design solutions for clients, engineers, contractors and suppliers. The use of a requirements structure enables the transparency of different design alternatives against the established functional requirements of energy performance for the stakeholders in the design process. The use of BIM to support the proposed requirements framework needs to be studied further and connected to national and international construction classification schemas and ontology frameworks.",,2013.0,,
208,J,"Musumba, GW; Wario, RD","RETRACTED: A hybrid technique for partner selection in virtual enterprises (Retracted article. See vol. 14, pg. 1149, 2022)",Article; Retracted Publication,Virtual Enterprise; Multi-Criteria Decision-making; Analytical Hierarchy Process; Data Envelopment Analysis; TOPSIS; Selection criteria,GROUP DECISION-MAKING; ANALYTIC HIERARCHY PROCESS; EXTENT ANALYSIS METHOD; FUZZY TOPSIS METHODS; SUPPLIER SELECTION; AHP; ONTOLOGY; RANKING; PRIORITIZATION; COLLABORATION,"Globally, businesses are increasingly depending on other businesses' competencies to meet the increasing demands from customers. Enterprises collaborate with a view of sharing their expertise, costs and risks. Many studies have examined this subject with only a few proposing techniques that can facilitate decision-makers' abilities to filter out inefficient partners among the many that show interest to be part of the consortium, prior to the selection process. Also, few techniques are available that can aid the selection process when the selection criteria are voluminous and uncertain in nature. Research dealing with this subject focusing on the construction industry is hardly available. A Fuzzy Analytical Hierarchy Process-Technique for Order of Preference by Similarity to Ideal Solution (FAHP-TOPSIS) technique, a hybrid of FAHP and F-TOPSIS, is designed to address this problem. This technique is embedded to Data Envelopment Analysis used to filter out inefficient partners at initial stages. FAHP determines decision criteria weights, while F-TOPSIS evaluates the unfiltered partners. A comparison analysis of FAHP-TOPSIS with FAHP and F-TOPSIS in the same case, show similar results confirming their robustness. However, FAHP-TOPSIS gives the most consistent outcomes. It is proposed that FAHP-TOPSIS can be used on a wide range of partner selection decision problems.",JUN 6,2020.0,10.1080/20421338.2019.1655212,0.0
131,C,"Chu, HJ; Chow, RYC",Reaching semantic interoperability through semantic association of domain standards,Proceedings Paper,,,"The vision of semantic interoperability has led much research on ontology matching. Research in this area primarily focuses on discovering similarity between entities of ontologies. The performance of proposed approaches relies on the existence of such similarity relationship and sufficient data for inferring it. However, in reality, many distributed systems do not have such presumptions. This paper addresses this challenge by associating the entities through affinity semantic (to what degree they are related in their application context). Through the analysis of a motivating example in building construction industry, this paper formally defines semantic association based on multiple-perspective domain standards. This paper hypothesizes that the establishment and the use of such standards can practically serve as a framework for reaching semantic interoperability between autonomous information systems. This paper also shows that such ftamework has the potential to make revolutionary impacts on workflow automation, information retrieval, and ontology matching research areas.",,2007.0,10.1109/FTDCS.2007.29,0.0
173,J,"Wu, SZ; Hou, L; Zhang, GM; Chen, HS",Real-time mixed reality-based visual warning for construction workforce safety,Article,Construction safety; Mixed reality; Digital twin; Deep learning; Wearable device; Visualisation,HAZARD IDENTIFICATION; RISK IDENTIFICATION; AUGMENTED REALITY; WORKERS SAFETY; SYSTEM; MANAGEMENT; ONTOLOGY; LOCATION; TECHNOLOGY; AVOIDANCE,"Spatial locations of personnel, equipment, and materials are constantly changing as construction projects progress. The dynamic nature of the construction industry affects workers' performance of identifying hazards. Even though a great deal of effort has been made to improve construction safety, the construction industry still witnesses a high accident rate. In order to complement the existing body of knowledge relating to construction safety, this paper integrates Digital Twin (DT), Deep Learning (DL), and Mixed Reality (MR) technologies into a newly developed real-time visual warning system, which enables construction workers to proactively determine their safety status and avoid accidents. Next, system tests were conducted under three quasi-on-site scenarios, and the feasibility was proven in terms of synchronising construction activities over a large area and visually representing hazard information to its users. These evidenced merits of the development testing scenarios can improve workers' risk assessment accuracy, reinforce workers' safety behaviour, and provide a new perspective for construction safety managers to analyse construction safety status.",JUL,2022.0,10.1016/j.autcon.2022.104252,0.0
20,J,"Boff, ED","Realism, what's that? An analysis of John Searl's social ontology earle from the perspective of archaeology of humanities of Foucault",Article,Michel Foucault; John Searle; Social ontology; Archaeology of human sciences,,"The article aims to analyze John Searle's realist social ontology through Foucault's archaeology of human sciences. The idea is to check if Searle's ontology can escape the doubles identified by Foucault in chapter 9 of 1966's The Order of Things (the empirical and transcendental, the cogito and the unthought and finally the retreat and return of origin). The conclusion is that Searle's naturalist-based social ontology cannot escape those doubles, suffering, therefore, from the same circularity which characterizes the human sciences. Finally, we present two possible research programs based on Searle's ontology which could possibly and adequately base his social ontology.",JUL-SEP,2016.0,10.1590/S0101-31732016000300008,0.0
160,J,"Cheng, CP; Lau, GT; Law, KH; Pan, J; Jones, A",Regulation retrieval using industry specific taxonomies,Article,Taxonomy interoperability; Regulation retrieval; Relatedness analysis; Domain specific ontology mapping,,"Increasingly, taxonomies are being developed and used by industry practitioners to facilitate information interoperability and retrieval. Within a single industrial domain, there exist many taxonomies that are intended for different applications. Industry specific taxonomies often represent the vocabularies that are commonly used by the practitioners. Their jobs are multi-faceted, which include checking for code and regulatory compliance. As such, it will be very desirable if industry practitioners are able to easily locate and browse regulations of interest. In practice, multiple sources of government regulations exist and they are often organized and classified by the needs of the issuing agencies that enforce them rather than the needs of the communities that use them. One way to bridge these two distinct needs is to develop methods and tools that enable practitioners to browse and retrieve government regulations using their own terms and vocabularies, for example, via existing industry taxonomies. The mapping from a single taxonomy to a single regulation is a trivial keyword matching task. We examine a relatedness analysis approach for mapping a single taxonomy to multiple regulations. We then present an approach for mapping multiple taxonomies to a single regulation by measuring the relatedness of concepts. Cosine similarity, Jaccard coefficient and market basket analysis are used to measure the semantic relatedness between concepts from two different taxonomies. Preliminary evaluations of the three relatedness analysis measures are performed using examples from the civil engineering and building industry. These examples illustrate the potential benefits of regulatory usage from the mapping between various taxonomies and regulations.",SEP,2008.0,10.1007/s10506-008-9065-5,0.0
126,J,"Wagner, A; Bonduel, M; Pauwels, P; Ruppel, U",Representing construction-related geometry in a semantic web context: A review of approaches,Review,Geometry; Linked Data; Semantic Web Technologies; Construction industry,ONTOLOGY; DOMAIN; EXCHANGE; INDUSTRY; MODEL,"The exchange of construction-related data over the Web via Semantic Web Technologies is gaining interest in current research. However, most research focuses on non-geometric data, neglecting the description of geometry. While several methods to include geometry descriptions into a Semantic Web context exist, no uniform approach or general recommendation exists for the endeavour of describing building components in their entirety - including geometric descriptions -, leading to an increased suspension in applying Semantic Web Technologies in the construction domain. To therefore ease the description of geometric data in a Semantic Web context, we conduct an extensive literature review and analyse the identified, oftentimes isolated implementations for geometry descriptions in that context, with focus on requirements set by domain-specific use cases. Based on this analysis, we group the currently available implementations into approaches and compare them to offer means for deciding on which approach or implementation suits individual use cases. The identified approaches vary in their depth of the geometry descriptions integration into the Semantic Web and are subsequently studied regarding their overall aptness and characteristics in consideration of their application for future industry and research projects. In respect of the ongoing research in the field of the application of Semantic Web Technologies, not only in the construction domain, this article poses as an important foundation by giving a clear overview of existing implementations and relevant open research questions. Having this overview, the suspense for adapting to Semantic Web methods for describing geometries can be overcome by users more easily, while software developers can start to connect their clients' use cases to suitable approaches and related implementations to represent geometry in a Semantic Web context.",JUL,2020.0,10.1016/j.autcon.2020.103130,0.0
30,J,"Schoden, F; Dotter, M; Knefelkamp, D; Blachowicz, T; Hellkamp, ES",Review of State of the Art Recycling Methods in the Context of Dye Sensitized Solar Cells,Review,dye sensitized solar cell; recycling; non-toxic materials; circular economy; healthy energy systems; sustainability,LIFE-CYCLE ASSESSMENT; ALOE-VERA; CACTUS EXTRACTS; ELECTROLYTE; PERFORMANCE; DSSCS; COST; CLADODE; COUPLE,"In times of climate change and dwindling fossil resources, the need for sustainable renewable energy technologies gains importance, increasingly fast. However, the state of the art technologies are energy intensive in their production, like monocrystalline photovoltaic, or even consist of not recyclable composite material, in the case of wind turbine blades. Despite a lack in efficiency and stability, dye sensitized solar cells (DSSC) have a high potential to supplement the state of the art green energy technology in future. With low production costs and no necessity for toxic compounds DSSCs are a potential product, which could circulate in the loops of a circular economy. Therefore, with this paper, we provide the status of research on DSSC recycling and an outlook on how recycling streams could be realized in the future for glass-based DSSCs without toxic components. The overview includes work on using recycled material to build DSSCs and extending the life of a DSSC, e.g., through rehydration. We also illustrate the state of sustainability research for DSSCs using the VOSviewer tool. To date, the term sustainability appears in 35 of 24,441 publications on DSSCs. In view of the global challenges, sustainability should be researched more seriously because it is as important as the efficiency and stability of DSSCs.",JUL,2021.0,10.3390/en14133741,0.0
197,J,"Berger, C; Mahdavi, A",Review of current trends in agent-based modeling of building occupants for energy and indoor-environmental performance analysis,Review,Occupant behavior; Building performance simulation; Agent-based modeling,PART I; BEHAVIOR; SIMULATION; EVACUATION; ONTOLOGY,"This paper is concerned with the representation of building users in simulation applications that explore buildings' energy and indoor environmental performance. In recent years, efforts have been made to develop more detailed occupancy-related input data for building performance simulation. For instance, instead of using standard occupancy schedules or simple rule-based behavioral models, stochastic formalisms have been proposed to more realistically capture occupants' patterns of presence and behavior in buildings. Specifically, agent-based modelling has been suggested to provide an adequate tool to capture the complexity and dynamics of building occupants, both as individuals and as groups. In this context, the present paper entails a brief discussion of agent-based modeling followed by a concise review of a number of recent publications reporting on the application of agent-based modeling in the built environment domain (especially regarding buildings' energy and indoor-environmental performance). The paper concludes with remarks on the future prospects of agent-based modelling in building-related applications.",APR 15,2020.0,10.1016/j.buildenv.2020.106726,0.0
34,J,"Halak, J",Revisiting Husserl's Concept of Leib Using Merleau-Ponty's Ontology,Article,,,"This article reconsiders Husserl's concept of Leib in light of Merleau-Ponty's interpretation of the human body as an ontologically significant phenomenon. I first analyze Husserl's account of the body as a two-fold unity and demonstrate the problematic nature of its four implications, namely, the ambiguous ontological status of the body as subject-object, the view of my body as my object, the preconstitutive character of the unity of the body, and the restriction of the constitution of the body to touch alone. Building on this analysis, I explain how Merleau-Ponty resolves the difficulties raised by Husserl's account by reversing it. According to Merleau-Ponty, flesh is not a two-fold reality comprising subjective and objective aspects, but an ontological dimension from which these aspects can be abstracted through specific cognitive operations. Consequently, all subjective and objective aspects, even beyond the boundaries of one's body, must be understood as founded in the indivisible unity of flesh. I argue that a thorough phenomenological description of the human body requires abandoning Husserl's concept of Leib because it contributes to perpetuating subject-object dualism. In contrast, Merleau-Ponty's notion of flesh reveals the circularity between subject and object and its general ontological significance.",SEP,2021.0,10.1111/sjp.12416,0.0
112,J,"Howell, S; Beach, T; Rezgui, Y",Robust requirements gathering for ontologies in smart water systems,Article,Ontology engineering; Smart city; Smart water; Internet of things; Semantic web; Water management,,"Urban environments are urgently required to become smarter to overcome sustainability and resilience challenges whilst remaining economically viable. This involves a vast increase in the penetration of ICT resources, both physical and virtual, with the requirement to factor in built environment, socio-economic and human artefacts. This paper, therefore, proposes a methodology for eliciting, testing, and deploying, requirements in the field of urban cybernetics. This extends best practice requirements engineering principles to meet the demands of this growing niche. The paper follows a case study approach of applying the methodology in the smart water domain, where it achieves positive results. The approach not only heavily utilises iteration alongside domain experts, but also mandates the integration of technical domain experts to ensure software requirements are met. A key novelty of the approach is prioritising a balance between (a) knowledge engineers' tenacity for logical accuracy, (b) software engineers' need for speed, simplicity, and integration with other components, and (c) the domain experts' needs to invoke ownership and hence nurture adoption of the resulting ontology.",MAR,2021.0,10.1007/s00766-020-00335-z,0.0
106,J,"Zhang, JY; El-Diraby, TE",SSWP: A Social Semantic Web Portal for Effective Communication in Construction,Article,ontology; information exchange; knowledge sharing; infrastructure; Semantic Web; Social Web; Publish/subscribe system; Web services,,"In the construction industry, there is a pressing need for computer systems that will facilitate information exchange and knowledge sharing among all industry practitioners. The Social Semantic Web Portal (SSWP) proposed in this paper will accomplish three tasks: (1) the streamlining of information exchange about any individual project, (2) the encouragement of knowledge sharing in general, and (3) the virtual grouping of people with similar interests to form communities of practice. A domain ontology is developed in order to encapsulate knowledge about industrial actors and their roles in relation to sibling ontologies that conceptualize construction products and processes. This domain ontology is then tailored to be the cornerstone (the knowledge base) that will enable the semantics of Web services. The concept of the Social Web is employed to validate knowledge items and to connect users with similar interests. The information flow is realized through a content-based publish/subscribe system. The SSWP will semantically connect a user with knowledge items and socially link a user to his/her peers.",APR,2009.0,,
101,C,"Soares, AL; da Silva, MM; Simoes, D",Selecting and structuring semantic resources to support SMEs knowledge communities,Proceedings Paper,semantic resources; knowledge communities; ontology engineering; ontology reuse/integration; KMS,,"Knowledge management intrinsically involves communication and information sharing, which can be strongly affected by the context in which it is viewed and interpreted. This situation gets worst when complex domains. are considered, as it is the case of the Construction Industry domains. The development of ontologies to unify and to put into context the different concepts and terms of the sometimes rather traditional and locally coloured construction industry domains is a necessary step to avoid misinterpretations and inefficient communication. The KNOW-CONSTRUCT project decided, as an approach to this task, to re-use, as far as possible, existing ontologies, classification systems and other semantic resources in order to develop a system that may come to contribute to standards and to the integration, management and reuse of the area specific knowledge via a common knowledge base in order to consolidate and provide access to integrated knowledge, making community emergent knowledge a significant added value. It aims at developing a methodology of common Construction Industry Knowledge (CIK) representation applicable to large sets of SMEs in the construction industry as a basis for the establishment of a knowledge community.",,2006.0,,
175,J,"von Richthofen, A; Herthogs, P; Kraft, M; Cairns, S",Semantic City Planning Systems (SCPS): A Literature Review,Review,urban planning; semantic web; knowledge graph; ontology; city information model; decision support system,KNOWLEDGE REPRESENTATION; BUILT ENVIRONMENT; ONTOLOGY; DESIGN; WEB; MODELS; TECHNOLOGIES; INTEGRATION; MANAGEMENT; INDUSTRY,"This review focuses on recent research literature on the use of Semantic Web Technologies (SWT) in city planning. The review foregrounds representational, evaluative, projective, and synthetical meta-practices as constituent practices of city planning. We structure our review around these four meta-practices that we consider fundamental to those processes. We find that significant research exists in all four metapractices. Linking across domains by combining various methods of semantic knowledge generation, processing, and management is necessary to bridge gaps between these meta-practices and will enable future Semantic City Planning Systems.",AUG,2022.0,10.1177/08854122211068526,0.0
57,J,"Nalepa, GJ; Bobek, S; Kutt, K; Atzmueller, M",Semantic Data Mining in Ubiquitous Sensing: A Survey,Review,semantics; data mining; declarative methods; explainability; industrial sensors,KNOWLEDGE DISCOVERY; BIG DATA; WEB; ONTOLOGY; CONTEXT; THINGS; GRAPHS; TECHNOLOGIES; PUBLICATION; GENERATION,"Mining ubiquitous sensing data is important but also challenging, due to many factors, such as heterogeneous large-scale data that is often at various levels of abstraction. This also relates particularly to the important aspects of the explainability and interpretability of the applied models and their results, and thus ultimately to the outcome of the data mining process. With this, in general, the inclusion of domain knowledge leading towards semantic data mining approaches is an emerging and important research direction. This article aims to survey relevant works in these areas, focusing on semantic data mining approaches and methods, but also on selected applications of ubiquitous sensing in some of the most prominent current application areas. Here, we consider in particular: (1) environmental sensing; (2) ubiquitous sensing in industrial applications of artificial intelligence; and (3) social sensing relating to human interactions and the respective individual and collective behaviors. We discuss these in detail and conclude with a summary of this emerging field of research. In addition, we provide an outlook on future directions for semantic data mining in ubiquitous sensing contexts.",JUL,2021.0,10.3390/s21134322,0.0
20,C,"Cruz, C",Semantic Trajectory Modeling for Dynamic Built Environments,Proceedings Paper,semantic trajectories; description logics; ontology; built environment,KNOWLEDGE; LOGIC,This paper presents a data model to capture moving and changing objects in the context of dynamic built environment. Building elements are subject to change which represents semantic trajectories crossing trajectories of users. These semantic trajectories in dynamics built environment permit to capture fine-grained activities and behaviors of users and objects. The data model is based on ontology and description logics to capture logic constraints on semantic trajectories.,,2017.0,10.1109/DSAA.2017.79,0.0
2,J,"Bouzidi, KR; Fies, B; Faron-Zucker, C; Zarli, A; Thanh, NL",Semantic Web Approach to Ease Regulation Compliance Checking in Construction Industry,Article,ontology; semantic web; knowledge management; building industry; e-regulations; assisted checking; rule based system,SECURITY; PRIVACY,"Regulations in the Building Industry are becoming increasingly complex and involve more than one technical area, covering products, components and project implementations. They also play an important role in ensuring the quality of a building, and to minimize its environmental impact. Control or conformance checking are becoming more complex every day, not only for industrials, but also for organizations charged with assessing the conformity of new products or processes. This paper will detail the approach taken by the CSTB (Centre Scientifique et Technique du Batiment) in order to simplify this conformance control task. The approach and the proposed solutions are based on semantic web technologies. For this purpose, we first establish a domain-ontology, which defines the main concepts involved and the relationships, including one based on OWL (Web Ontology Language) [1]. We rely on SBVR (Semantics of Business Vocabulary and Business Rules) [2] and SPARQL (SPARQL Protocol and RDF Query Language) [3] to reformulate the regulatory requirements written in natural language, respectively, in a controlled and formal language. We then structure our control process based on expert practices. Each elementary control step is defined as a SPARQL query and assembled into complex control processes on demand, according to the component tested and its semantic definition. Finally, we represent in RDF (Resource Description Framework) [4] the association between the SBVR rules and SPARQL queries representing the same regulatory constraints.",SEP,2012.0,10.3390/fi4030830,0.0
33,C,"El-Diraby, TA; Zhang, J",Semantic documentation of lessons learned in the building construction industry,Proceedings Paper,,,"With the advancement of semantic web, there is an opportunity for the building construction industry to improve its knowledge management practice. This paper presents a semantic system for documenting lessons learned. The system is based on an application taxonomy that was developed to represent the interrelationships of major concepts in the building construction domain. The taxonomy extracted concepts from existing classification systems and relevant literatures, captured semantic relationships among those concepts by analyzing industry processes, and classified those concepts into nine superclasses: Entity, Input, Output, Mechanism, Constraint, Technical Domain, System, Basic Concept, and Ontology Concept. This taxonomy is essentially object-oriented, process-centered, IFC-friendly, with a consistent and open structure allowing for future extension.",,2004.0,,
172,C,"Turk, Z; Dolenc, M; Stankovski, V; Petrinja, E",Semantic grid - Interoperability solution for construction VO?,Proceedings Paper,,,"Construction activities take place in what can be called a dynamic virtual organization (VO). VOs require a secure, reliable, scalable information infrastructure that allows collaboration and the sharing of information, computation and human resources. They need an infrastructure that would ensure the interoperability of their information systems while maintaining the privacy of their data, rapid joining and parting a VO and provide a higher quality of service, more information, faster computation, than available their own infrastructure. Grid technologies have been providing unpreceded computing and storage power. The paradigm is spinning off and is becoming the workhorse of networked business - something that the Web promised to become but failed to deliver. Construction industry is one of the most demanding users of VO infrastructures and could potentially enormously benefit from grid computing. In this position paper we present the state of the art and outline a research agenda. We propose a particular focusing of the research work on semantic grid technology and the coupling of the ontology and structured information exchange work into all layers of the grid- thereby making the grid infrastructure not only technically robust and secure but also aware of the business processes that take place in construction.",,2005.0,10.1109/ITCC.2005.256,0.0
150,J,"Pauwels, P; Zhang, SJ; Lee, YC",Semantic web technologies in AEC industry: A literature overview,Review,Building Information Modeling (BIM); Industry Foundation Classes (IFC); Information technology; Interoperability; Linked data; Web Ontology Langauge (OWL); Resource Description Framework (RDF); Reasoning; Rule checking; Semantic web,INFORMATION MODELING BIM; LINKED DATA; CONSTRUCTION-INDUSTRY; KNOWLEDGE MANAGEMENT; ENERGY MANAGEMENT; DECISION-MAKING; DOMAIN ONTOLOGY; REPRESENTATION; ARCHITECTURE; EXPRESS,"Over the recent years, the usage of semantic web technologies has notably increased in the domains of architecture, engineering and construction (AEC). These technologies are typically considered as complementary to existing and often used Building Information Modelling (BIM) software. The usage of these technologies in the AEC domains is thereby motivated by (1) a desire to overcome the interoperability issue among software tools used in diverse disciplines, or at least improve information exchange processes; (2) a desire to connect to various domains of application that have opportunities to identify untapped valuable resources closely linked to the information already obtained in,the AEC domains; and/or (3) a desire to exploit the logical basis of these technologies, which is currently undisclosed in the AEC domains. Through an extensive literature study and survey, this article investigates the development and application progress of semantic web technologies in the AEC domains in accordance with these three primary perspectives. These examinations and analyses provide a complete strategical map that can serve as a robust stepping stone for future research regarding the application of semantic web technologies in the AEC domains. Results show that semantic web technologies have a key role to play in logic-based applications and applications that require information from multiple application areas (e.g. BIM + Infra + GIS + Energy). Notwithstanding fast developments and hard work, challenging research opportunities are situated in (1) the creation and maintenance of the links between the various data sets and in (2) devising beneficial implementation approaches that rely on appropriate combinations of declarative and procedural programming techniques, semantic and legacy data formats, user input, and automated procedures. (C) 2016 Elsevier B.V. All rights reserved.",JAN,2017.0,10.1016/j.autcon.2016.10.003,0.0
163,C,"Lu, Y; Sinnott, RO",Semantic-based Privacy Protection of Electronic Health Records for Collaborative Research,Proceedings Paper,privacy; electronic health records (EHRs); ontology; semantic web rule language (SWRL); XACML; obligation component,,"Combined health information and web-based technologies can be used to support healthcare and research activities associated with electronic health records (EHRs). EHRs used for research purposes demand privacy, confidentiality and all information governance concerns are addressed. However, existing solutions are unable to meet the evolving research needs especially when supporting data access and linkage across organization boundaries. In this work, we show how semantic methods can aid in the specification and enforcement of policies for privacy protection. This is illustrated through a case study associated with the Australasian Diabetes Data Network (ADDN), the national paediatric type-1 diabetes data registry and the Australian Urban Research Infrastructure Network (AURIN) platform that supports Australia-wide access to urban and built environment data sets. Specifically we show that through extending the eXtensible Access Control Markup Language (XACML) with semantic capabilities, we are able to support fine-grained privacy-preserving policies leveraging semantic reasoning that is not directly available in XACML or other existing security policy specification languages.",,2016.0,10.1109/TrustCom.2016.104,0.0
