,Authors,Title,Year,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type
330,"Weinstock I.A., Atalla R.H., Reiner R.S., Moen M.A., Hammel K.E., Houtman C.J., Hill C.L., Harrup M.K.","A new environmentally benign technology for transforming wood pulp into paper, engineering polyoxometalates as catalysts for multiple processes",1997,10.1016/S1381-1169(96)00074-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030907979&doi=10.1016%2fS1381-1169%2896%2900074-X&partnerID=40&md5=737f4113ad1b3d1a863abc21f5420e67,"A new environmentally benign technology, based on the use of polyoxometalate (POM) salts and oxygen, is being developed to bleach wood pulps for use in the manufacture of paper. Details of POM chemistry relating to the unit operations of all effluent-free bleaching process are reported. These include anaerobic delignification of wood pulp, aerobic reoxidation of reduced POMs for their cyclic reuse and POM catalyzed and initiated aerobic mineralization (wet oxidation) of lignin fragments removed from pulp during bleaching. The results of bleaching trials using a series of isostructural POM complexes of the Keggin family are reported. Key structural components of the POMs are varied to determine the effects of these changes on POM performance. Homogeneous reactions of lignin-model compounds with select POMs are used to help interpret kinetic data obtained in the heterogeneous reaction of POM solutions with pulp fibers. Finally, new directions in catalyst design that promise to expand the potential of the technology are discussed.",Oxidative bleaching; Oxidative delignification; Oxygen; Paper; Polyoxometalates; Wood pulp,,Article
9,"Li Q., Shao Z., Liao M.",A novel vibration-based fault detection approach of bolted engineering structures without reference,2021,10.1115/GT2021-58493,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115441440&doi=10.1115%2fGT2021-58493&partnerID=40&md5=1599ad50b6188c38589bf4e08b9c6c31,"Because of some advantages such as low cost, detachability and reusability, bolted joints are widely applied in various open beam-like engineering structures like steel beams and train rails and closed ring-type engineering structures like steel frames and oil pipelines to keep different structural components together. However, bolted engineering structures often encounter vibration-induced joint faults like self-loosening, crack, leakage and corrosion since they are generally subjected to external dynamic loads caused by vibration environments. Joint damages would seriously affect structures' reliability and durability, and increase maintenance costs. Therefore, fault detection of bolted engineering structures is very important and necessary. For beam-like and ring-type engineering structures with single excitation and multiple damaged bolted joints, various methods monitoring changes in nonlinear structural features have been developed. To avoid the use of structural features from benchmark structures for reference during the derivation of damage indicators, a novel vibration-based fault detection approach utilizing features from damaged structures only is proposed in this study. In the new method, the dynamic model of bolted engineering structures is simplified as a general MDOF model with nonlinear elements simulating nonlinear bolt loosening faults. By changing the value of related mass, three similar equations from the damaged structure are used to form one matrix, and then the singularity of matrix is used to detect the existence and position of faults. Results from simulations on the beam-like and ring-type models with multiple damages demonstrate that the proposed approach could be an effective tool to estimate the state of bolted engineering structures. © 2021 American Society of Mechanical Engineers (ASME). All rights reserved.",Beam-like structure; Bolted joint; Fault detection; Ring-type structure,Bolted joints; Bolts; Corrosion; Costs; Damage detection; Dynamic loads; Pipelines; Reusability; Beam-like structures; Damaged structures; Detection approach; Engineering structures; Faults detection; Low-costs; matrix; Ring-type structure; Structural feature; Type structures; Fault detection,Conference Paper
333,"Hartland R.P., Fontaine T., Debeaupuis J.-P., Simenel C., Delepierre M., Latgé J.-P.",A novel β-(1-3)-glucanosyltransferase from the cell wall of Aspergillus fumigatus,1996,10.1074/jbc.271.43.26843,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029861203&doi=10.1074%2fjbc.271.43.26843&partnerID=40&md5=fc05277cfb3fe9c0021df4c6c9a1ef97,"Cell wall transferases utilizing β-(1-3)-glucan chains as substrates may play important roles in cell wall assembly and rearrangement, as β-(1- 3)-glucan is a major structural component of the cell wall of many fungi. A novel β-(1-3)-glucanosyltransferase was purified to apparent homogeneity from an autolysate of the cell wall of Aspergillus fumigatus. The enzyme had a molecular mass of 49 kDa and contained approximately 5 kDa of N-linked carbohydrate. The enzyme catalyzed an initial endo-type splitting of a β- (1-3)-glucan molecule, followed by linkage of the newly generated reducing end to the nonreducing end of another β-(1-3)-glucan molecule. Laminarioligosaccharides of size G10 and greater were donor substrates for the transferase. Laminarioligosaccharides of size G5 and greater formed acceptors. The enzyme was able to reuse initial transferase products as donors and acceptors in extended incubations, resulting in the formation of increasingly larger transferase products until they became insoluble. The major initial products from an incubation of the transferase with borohydride-reduced G11 (rG11) were rG6 and rG16. 1H NMR analysis of the rG16 transferase product showed it was a laminarioligosaccharide, indicating that the enzyme forms a β-(1-3)-linkage during transfer. The enzyme may have a key function in vivo by allowing the integration of newly synthesized glucan into the wall and promoting cell wall expansion during cell growth.",,"glucosyltransferase; oligosaccharide; article; aspergillus fumigatus; cell growth; cell wall; enzyme localization; enzyme purification; enzyme substrate; priority journal; yeast cell; Aspergillus fumigatus; Cell Wall; Chromatography, High Pressure Liquid; Chromatography, Ion Exchange; Substrate Specificity; Transferases; Aspergillus fumigatus; Fungi",Article
222,"Yeung J., Nahangi M., Walbridge S., Haas C.T.",A preliminary investigation into automated identification of structural steel without a priori knowledge,2014,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912544614&partnerID=40&md5=ee68a47e44616dbe1818e1c922581f8d,"One of the most prohibiting factors when attempting to reuse structural steel members or systems of members is the time and labour required to accurately determine dimensions. Current practices dictate that all required measurements are recorded by hand using tape measures and calipers which adds a significant cost to reused steel. To mitigate this cost, a semi-automated method for identifying structural steel components and systems is proposed that uses data acquired in the form of a 3D point cloud. Current research in the field of automated object recognition currently has two major limitations: (1) a priori knowledge, such as a building information model (BIM) is required, or (2) only simple, flat surfaces can be identified. The purpose of this study is to preliminarily investigate the possibility of automating the process of (1) cross section identification, (2) end connection geometry of bolted connections, and (3) relative component position of multi-component, planar structural systems such as trusses. Cross section identification is performed by creating filters that match standard structural sections and then convolving them over images of the cross section data. The end connection geometry is identified using Hough algorithms to detect lines and circles representing the limits of the component and the bolt holes, respectively. Planar structural systems are identified using Hough algorithms to detect lines which represent the components of the system. The results from the proposed methods show a strong potential for fully automated processes to be able to identify structural steel components and systems without a priori knowledge.",3D Imaging; Automation; Object Identification; Steel Reuse,Architectural design; Building materials; Filtration; Image matching; Object recognition; Robotics; Steel construction; Struts; 3D imaging; Automated identification; Automated object recognition; Building Information Model - BIM; Object identification; Structural sections; Structural steel components; Structural steel members; Automation,Conference Paper
41,"Rakhshan K., Morel J.-C., Daneshkhah A.",A probabilistic predictive model for assessing the economic reusability of load-bearing building components: Developing a Circular Economy framework,2021,10.1016/j.spc.2021.01.031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100375074&doi=10.1016%2fj.spc.2021.01.031&partnerID=40&md5=aa912f8810061cac77df6b30ce5e3aee,"The reuse of load-bearing building components has the potential to promote the circular economy in the building sector. One recent aspect of the efforts to improve reuse rates in buildings is estimating the reusability of the structural elements. This study develops a probabilistic predictive model using advanced supervised machine learning methods to evaluate the economic reusability of the load-bearing building elements. The results of sensitivity analysis and visualization techniques used in this study reveal that the most important economic factor is the need to purchase reused elements early in a project, which could have cash flow implications. The other most important factors are the potential financial risks, the procurement process, and the labour cost. This study unveils that the relationship between variables is not linear, and none of the identified factors could alone determine if an element is reusable or not. This study concludes that the complex interdependencies of factors affecting reuse cause a high level of uncertainty about the feasibility of reusing the load-bearing building structural components from an economic aspect. Nonetheless, this paper reveals that by using the probability theory foundations and combining it with advanced supervised machine learning methods, it is possible to develop tools that could reliably estimate the economic reusability of these elements based on affecting variables. Therefore, the authors suggest utilizing the approach developed in this research to promote the circularity of materials in different subsectors of the construction industry. © 2021 Institution of Chemical Engineers",Building structure; Economic reusability; Gaussian process regression; K-nearest neighbors; Random forest; Supervised machine learning,Bearings (machine parts); Building components; Construction industry; Economic analysis; Predictive analytics; Probability; Reusability; Sensitivity analysis; Supervised learning; Wages; Building structural; Economic factors; Predictive modeling; Probability theory; Procurement process; Structural elements; Supervised machine learning; Visualization technique; Learning systems,Article
87,"Sanchez B., Rausch C., Haas C., Saari R.",A selective disassembly multi-objective optimization approach for adaptive reuse of building components,2020,10.1016/j.resconrec.2019.104605,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075759267&doi=10.1016%2fj.resconrec.2019.104605&partnerID=40&md5=6fa907511d8ad5a3bea4f24cdc69c385,"Adaptive reuse of buildings plays a key role in the transition from a resource-based economy and towards a Circular Economy (CE) in the construction industry. Adaptive reuse has the potential to maximize the residual utility and value of existing assets through green design methods such as selective disassembly planning. Studies in the field of selective disassembly are scarce and there is no evidence of established methodologies for the optimization of the environmental and financial benefits. A multi-objective analysis is key to obtaining several effective selective disassembly plans for the adaptive reuse of an existing asset through the combination of different deconstruction methods. The analysis is carried out in terms of the physical, environmental, and economic constraints of the deconstruction methods per building component. The Sequential Disassembly Planning for Buildings (SDPB) method is used in order to generate the optimized disassembly plans for retrieving target components. At the end, a weighted multi-objective optimization analysis is incorporated to generate the set of noninferior solutions that minimizes environmental impacts and building cost. The results show that different complete disassembly plans exist for all the possible combinations. The possible combinations are driven by the deconstruction methods per component, as well as the dismantling interdependence. The method described in this study can be used to improve the project outcomes according to specific goals and constraints (e.g. environmental, economic, technical). The results of this study improve the decision-making process for adaptive reuse building projects by adding comprehensive quantitative analysis towards sustainable management and conservation of resources. © 2019 Elsevier B.V.",Adaptive reuse; Building components reuse; Circular economy; Green design; Multi-objective optimization; Selective disassembly planning,Building components; Conservation; Construction industry; Decision making; Ecodesign; Economic analysis; Environmental impact; Historic preservation; Project management; Sustainable development; Adaptive re use; Circular economy; Decision making process; Deconstruction methods; Disassembly planning; Multi-objective analysis; Selective-disassembly; Sustainable management; Multiobjective optimization; architectural design; environmental economics; multiobjective programming; optimization; recycling; structural component; sustainable development; article; decision making; economic aspect; environmental impact; multiobjective optimization; quantitative analysis,Article
104,"Nijgh M.P., Veljkovic M.",A static and free vibration analysis method for non-prismatic composite beams with a non-uniform flexible shear connection,2019,10.1016/j.ijmecsci.2019.06.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067198258&doi=10.1016%2fj.ijmecsci.2019.06.018&partnerID=40&md5=30d7f7879e2f8b5ba26374a34b6b0ed4,"Steel-concrete composite beams are widely used in practice because of their economic cross-section design. As sustainability becomes more and more important in the construction industry, the design of composite beams must be adapted to meet the requirements of the circular economy. This calls for demountability and reusability of the structural components, as well as optimized use of materials, for example by using non-prismatic beams. Linear-elastic design and the (optimized) use of demountable shear connectors are key in the design of reusable composite structures. In this paper, analytical prediction models for the elastic behaviour and the first eigenfrequency of non-prismatic composite beams with non-uniform shear connector arrangements are derived. The approach is based on 6th and 2nd order differential equations used to define matrix equations for a finite number of linearized composite beam segments. The analytical models are validated using experimental and numerical results obtained with a simply supported tapered composite beam. The analytical models are suitable for comprehensive structural analysis of non-prismatic composite beams with non-uniform shear connection. © 2019 Elsevier Ltd",Analytical modelling; Composite beam; Eigenfrequency; Sustainability; Tapered beam,Analytical models; Composite beams and girders; Construction industry; Differential equations; Matrix algebra; Reusability; Sustainable development; Analytical predictions; Composite beam; Cross section designs; Design of composites; Eigenfrequency; Static and free vibration analysis; Steel concrete composite beam; Tapered beam; Vibration analysis,Article
278,"Zhang J., Zhang J., Zhang J., Han X., Xu L.",A storage slab allocator for disk storage management in file system,2009,10.1109/NAS.2009.57,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449435919&doi=10.1109%2fNAS.2009.57&partnerID=40&md5=30b33fcadbaf20407188a089b1c3d818,"Absorbing the slab idea for memory management, this paper presents a novel technique for the disk storage management called a storage slab allocator. A storage slab allocator doesn't discard the file layout during the process of deleting files, but reuses the free file layout while creating,thereby both block allocation and release will be speeded up. The file layout is the cached-object as the free storage management unit. It maintains the free blocks and their relations. The prototype system is implemented based on Ext3 and tests are also done. Measured performance results are very promising. Compared with Ext3, the allocation performance is improved to about double times and bigger file deletion is improved to hundreds of times; meanwhile, the CPU utilization is reduced to about 40%. © 2009 IEEE.",File layout; File system; Slab; Storage management,Allocators; Block allocation; CPU utilization; File layout; File system; File systems; Memory management; Novel techniques; Prototype system; Slab; Storage management; Disks (structural components); Management,Conference Paper
12,"Arora G., Yadav M., Gaur R., Gupta R., Rana P., Yadav P., Sharma R.K.",A template free protocol for fabrication of a Ni(ii)-loaded magnetically separable nanoreactor scaffold for confined synthesis of unsymmetrical diaryl sulfides in water,2020,10.1039/d0ra02287j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085661594&doi=10.1039%2fd0ra02287j&partnerID=40&md5=4523106a6cdebc8503e3b4d76db9c999,"In the present report, an environmentally benign magnetically recoverable nickel(ii)-based nanoreactor as a heterogeneous catalyst has been developedviaa template free approach. The catalytic performance of the synthesized catalyst is assessed in the confined oxidative coupling of arenethiols with arylhydrazines to form unsymmetrical diaryl sulfides under aerobic conditions. The salient features of our protocol include oxidant- and ligand-free conditions, use of water as a green solvent, room temperature and formation of nitrogen and water as the only by-products. Moreover, a broad range of functional groups are tolerated well and provide the corresponding diaryl sulfides in moderate to good yields. Moreover, the heterogeneous nature of the catalyst permits facile magnetic recovery and reusability for up to seven runs, making the present protocol highly desirable from industrial and environmental standpoints. © The Royal Society of Chemistry 2020.",,Isomers; Nanocatalysts; Nanoreactors; Reusability; Scaffolds (biology); Steel beams and girders; Sulfur compounds; Catalytic performance; Confined synthesis; Environmental standpoint; Environmentally benign; Heterogeneous catalyst; Magnetic recovery; Magnetically separable; Oxidative couplings; Nickel compounds,Article
186,"Dunić V., Busarac N., Slavković V., Rosić B., Niekamp R., Matthies H., Slavković R., Živković M.",A thermo-mechanically coupled finite strain model considering inelastic heat generation,2016,10.1007/s00161-015-0442-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929683125&doi=10.1007%2fs00161-015-0442-5&partnerID=40&md5=b4172db90cd60cae576478f6fa402755,"The procedure for reuse of finite element method (FEM) programs for heat transfer and structure analysis to solve advanced thermo-mechanical problems is presented as powerful algorithm applicable for coupling of other physical fields (magnetic, fluid flow, etc.). In this case, nonlinear Block-Gauss–Seidel partitioned algorithm strongly couples the heat transfer and structural FEM programs by a component-based software engineering. Component template library provides possibility to exchange the data between the components which solve the corresponding subproblems. The structural component evaluates the dissipative energy induced by inelastic strain. The heat transfer component computes the temperature change due to the dissipation. The convergence is guaranteed by posing the global convergence criterion on the previously locally converged coupled variables. This enables reuse of software and allows the numerical simulation of thermo-sensitive problems. © 2015, Springer-Verlag Berlin Heidelberg.",Component template library; Finite element method; Large strain plasticity; Partitioned approach; Thermo-mechanical coupling,Computer software; Computer software reusability; Energy dissipation; Flow of fluids; Heat transfer; Software engineering; Component-based software engineering; Global conver-gence; Large strain plasticities; Partitioned algorithm; Partitioned approach; Structural component; Template libraries; Thermo - mechanical couplings; Finite element method,Article
313,"Quinaia M.A., Stadzisz P.C.",A use case model extension for architectural patterns,2005,10.3233/jcm-2005-5s116,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948665097&doi=10.3233%2fjcm-2005-5s116&partnerID=40&md5=1eacb832cd4b1f7fa1cd57f5b02bb5c3,Software pattern is a current trend in software engineering. It represents a meaningful way to reuse knowledge in software development. Architectural pattern is related to the major structural elements of software systems. It concerns aspects of the whole system (i.e. system model). This paper presents an extension to UML use case model proposed for designing architectural patterns. The main motivation that has guided this purpose was the need to adequately represent the varying functionalities of architectural software patterns. © 2005 IOS Press and the authors.,Architectural patterns; software requirements; software reuse; UML; use case model,Software design; Architectural pattern; Software patterns; Software requirements; Software systems; Structural elements; System modeling; UML use case; Use case model; Computer software reusability,Article
299,"Balci B., Inceoglu M.",A web-based learning content design platform and metadata editing,2007,10.1109/FIE.2007.4417986,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049117257&doi=10.1109%2fFIE.2007.4417986&partnerID=40&md5=95dd83cf81745e357d5c8e12c3010fda,"Nowadays, the importance of the ""Learning Content developing tools"" and ""content pools"" are increasing. You can choose two methods to create learning content packages: using the tools on your local disk or using the content creation module of a Learning Management System. If you use tools on your disk, nobody can reach, share and reuse your resource files. If you use a module of an LMS, the products will be reachable only in that LMS. The goal of this study is to produce an interoperable platform called LCDM (Learning Content Design Platform) that supports Multilanguage. LCDM has a ""resources pool"" providing reusability of resources and a ""content packages pool"" providing a search mechanism among the products. LCDM does not depend on any Learning Management System (LMS) but the products are interoperable because the produced content packages can be used in different LMSs that supports Scorm2004 standard. It is a web-based platform for uploading resources, editing metadata information, creating content organizations, packaging the content and searching. Also it is possible to preview both the resource files and resulted packages on a user-friendly interface. The system has many modules for different processes and allows to define new user groups, users and lessons. In this paper first a review of literature about Learning Objects and SCORM, secondly information about the existing tools for metadata editing is given. Then the designed tool, especially the sections related to the metadata definitions are tried to be explained. © 2007 IEEE.",Learning content creation; Learning object; Learning object content package; Metadata; SCORM; Web-based education,Disks (structural components); E-learning; Learning systems; Management; Metadata; Reusability; Standards; Content creation; Content organizations; Different processes; Interoperable; Learning content creation; Learning contents; Learning management system; Learning Management Systems; Learning object; Learning object content package; Learning objects; Local disk; Metadata information; Resource files; SCORM; Search mechanisms; User groups; User-friendly interfaces; Web-based education; Web-based learning; Education,Conference Paper
