,Authors,Article Title,Document Type,Author Keywords,Abstract,DOI,DOI Link
104,"Zhang, L; Issa, RRA",Ontology-Based Partial Building Information Model Extraction,Article,,"The current application of building information modeling (BIM) in the construction industry is generally focused on using the complete building information model during the life cycle of the project. With more information being added to the model, the size of the model file and the difficulty to manipulate the model increase. However, different use scenarios may only require access to certain specific information stored in the model. In contrast with the ample research of ontology applications in construction knowledge management, research of ontology in construction modeling has been limited. Hence, the purpose of this study is to use ontology in the extraction of a partial building information model from the original complete model. The building information models covered in this study are in the Industry Foundation Classes (IFC) format, which is a widely supported open BIM standard. An ontology TBox is developed according to the existing IFC schema specifications. For each specific IFC model, an ontology ABox is generated at run time, combining the ontology TBox and the IFC instances in the model. The ABox works as an index in the partial model extraction algorithm. A prototype Java program based on the algorithm was developed to demonstrate and validate the algorithm using both a sample model and an IFC model from a real building. The results indicated that the use of ontology provides a valid way to deal with the technical complexity of IFC models. (C) 2013 American Society of Civil Engineers.",10.1061/(ASCE)CP.1943-5487.0000277,0.0
85,"Wang, HS",Ontology-Based Representation Model to Support Cause and Effect Analysis,Proceedings Paper,,"Quality management is one of the most essential topics in the construction industry. Cause and effect (CE) analysis is one of the tools and techniques for quality management, and is widely used in construction quality management practices for identifying all possible causes associated with a particular problem. CE analysis requires participation and brainstorming of domain experts and experienced practitioners; however, such a brainstorming session is usually time-consuming and cumbersome, making the CE analysis process inefficient. Therefore, an ontology-based representation model is proposed in this paper that can be applied to organize experts and practitioners' CE analysis knowledge as an ontology to benefit the reutilization of the knowledge. A case study is performed to demonstrate how the model works and can benefit the brainstorming session of a CE analysis process as well as the limitations of the model. Further studies on incorporating an automated reasoning mechanism into the model, including its implementation and advantages, are briefly discussed as well in this paper.",,
23,"Schwinn, M; Kuhn, N; Richter, S",Ontology-based Knowledge Management for SMEs,Proceedings Paper,,"The OnToBau research project' aims to provide a way to classify, archive and effectively use their knowledge with the assistance of an ontology-based knowledge archive for small and medium companies from construction industry. This archive is intended to pro-actively provide users with information to assist them in their daily business process handling. In this paper we describe the architecture of the OnToBau system. The system has four main parts. The preprocessing modules prepare the resources that should be stored in the knowledge archive for the enclosed inference system. The inference system is the core component and extracts the information from the preprocessed resources. Ontologies provide the necessary domain knowledge. In order to exploit the available knowledge, a personal agent monitors the current activities of the user and tries to infer the intention from his behaviors. At certain points it automatically offers the user helpful information. Again ontologies are used to represent information about the business processes. In addition, the user has the option to search for information in the archive through the graphical user interface. In this paper we focus on the description of the first main part of the architecture: to easily add knowledge to the knowledge base and to allow a general processing of different resources within a company (E-Mails, calendar entries, papers etc.), an XML-based representation language was developed, namely the OnToBau representation language (ORL). Converters are used to transform the resources into ORL.",,
79,"Park, M; Lee, KW; Lee, HS; Pan, JY; Yu, J",Ontology-based construction knowledge retrieval system,Article,,"Managing knowledge effectively is critical to the competitive power of a company. Knowledge is used as an important resource in many industrial areas, and so it follows that there is a growing interest in knowledge management within the construction industry. Yet because of the unique characteristics of construction knowledge created during projects, there are limitations to its capture and reuse. The knowledge produced during construction projects is project-oriented, experiential, and context specific; due to these characteristics, the reuse of knowledge is difficult. In this research, research team focus on capturing and identifying the characteristics of construction knowledge, then propose a method for applying these characteristics to the development of an ontology-based construction knowledge retrieval system. Moreover, research team developed a system prototype that applies ontology in suggesting related search words during the search process and validated the effectiveness of the prototype in terms of precision and recall rate. By applying the prototype, the precision and recall rate was improved by approximately 10 similar to 30%.",10.1007/s12205-013-1155-6,0.0
100,"Lu, Y; Li, QM; Zhou, ZP; Deng, YL",Ontology-based knowledge modeling for automated construction safety checking,Article,,"Safety management is the most important part of the construction management on building engineering which has dynamic work environment and complicated construction procedure. Safety checking which identifies hazards before they occur is a core process of safety management on construction sites. However, the traditional construction safety checking which is operated by the experienced manager is manual and time-consuming. In order to integrate new technology into the construction safety checking system, a meta model for construction safety checking i.e. CSCOntology (Construction Safety Checking Ontology) has been developed in this paper. This model is formalized using an ontology language, OWL for encoding knowledge over the Web. Safety checking constraints which can extract from construction safety regulation provisions are represented with a rule language, SWRL. Then the construction safety checking processes are implemented in the JESS, a rule engine for the Java platform by transforming OWL knowledge into JESS facts, and SWRL constraints into JESS rules. A real-world example has been demonstrated in Protege 3.4 beta to show the proposed safety checking process, according to the regulation examples taken from 29 CFR 1926 OSHA Construction Industry Regulations. (C) 2015 Elsevier Ltd. All rights reserved.",10.1016/j.ssci.2015.05.008,0.0
30,"Liu, HX; Lu, M; Al-Hussein, M",Ontology-based semantic approach for construction-oriented quantity take-off from BIM models in the light-frame building industry,Article,,"In building information modeling (BIM), the model is a digital representation of physical and functional characteristics of a facility and contains enriched product information pertaining to the facility. This information is generally embedded into the BIM model as properties for parametric building objects, and is exchangeable among project stakeholders and BIM design programs a key feature of BIM for enhancing communication and work efficiency. However, BIM itself is a purpose-built, product-centric information database and lacks domain semantics such that extracting construction-oriented quantity take-off information for the purpose of construction workface planning still remains a challenge. Moreover, some information crucial to construction practitioners, such as the topological relationships among building objects, remains implicit in the BIM design model. This restricts information extraction from the BIM model for downstream analyses in construction. To address identified limitations, this study proposes an ontology-based semantic approach to extracting construction-oriented quantity take-off information from a BIM design model. This approach allows users to semantically query the BIM design model using a domain vocabulary, capitalizing on building product ontology formalized from construction perspectives. As such, quantity take-off information relevant to construction practitioners can be readily extracted and visualized in 3D in order to serve application needs in the construction field. A prototype application is implemented in Autodesk Revit to demonstrate the effectiveness of the proposed new approach in the domain of light-frame building construction. (C) 2016 Elsevier Ltd. All rights reserved.",10.1016/j.aei.2016.03.001,0.0
73,"Zhang, S; Boukamp, F; Teizer, J",Ontology-based semantic modeling of construction safety knowledge: Towards automated safety planning for job hazard analysis (JHA),Article,,"Construction safety related knowledge and project specific information are scattered and fragmented. Despite technological advancements of information and knowledge management in the building and construction industry, a link between safety management and information models is still missing. The objective of this study is to investigate a new approach to organize, store and re-use construction safety knowledge. A construction safety ontology is proposed to formalize the safety management knowledge. It consists of three main domain ontology models, including Construction Product Model, Construction Process Model, and Construction Safety Model. One-on-one expert interviews were conducted for ontology evaluation. The interaction between safety ontology and Building Information Modeling (BIM) is also explored. A prototype application of ontology-based job hazard analysis (JHA) and visualization is implemented to further illustrate the applicability and effectiveness of the developed ontology. The developed construction safety ontology enables more effective inquiry of safety knowledge, which is the first step towards automated safety planning for JHA using BIM. (C) 2015 Elsevier B.V. All rights reserved.",10.1016/j.autcon.2015.02.005,0.0
66,"Rezgui, Y",Ontology-centered knowledge management using information retrieval techniques,Article,,"The paper argues that an effective solution to information and knowledge management (KM) needs of practitioners in the construction industry can be found in the provision of an adapted knowledge environment that makes use of user profiling and document summarization techniques based on information retrieval sciences. The conceptualization of the domain through ontology takes a pivotal role in the proposed knowledge environment and provides a semantic referential to ensure relevance, accuracy, and completeness of information. A set of KM services articulated around the selected ontology have been developed, using the Web services model, tested, and validated in real organizational settings. This provided the basis for formulating recommendations and key success factors for any KM project development.",10.1061/(ASCE)0887-3801(2006)20:4(261),0.0
164,"de Oliveira, SG; Biancardo, SA; Tibaut, A",Optimizing H-BIM Workflow for Interventions on Historical Building Elements,Article,,"Intervention projects for historical buildings depend on the quality of multidisciplinary data sets; their collection, structure, and semantics. Building information model (BIM) based workflows for historical buildings accumulate some of the data sets in a shared information model that contains the building's geometry assemblies with associated attributes (such as material). A BIM model of any building can be a source of data for different engineering assessments, for example, solar and wind exposure and seismic vulnerability, but for historic buildings it is particularly important for interventions like conservation, rehabilitation, and improvements such as refurbishment and retrofitting. When the BIM model is abstracted to a semantic model, enabling the use of semantic technologies such as reasoning and querying, semantic links can be established to other historical contexts. The semantic technologies help historic building experts to aggregate data into meaningful form. Ontologies provide them with an accurate knowledge representation of the concepts, relationships, and rules related to the historic building. In the paper, we are proposing an improved workflow for the transformation of a heritage BIM model to a semantic model. In the BIM part the workflow demonstrates how the fully parametric modelling of historical building components is relevant, for example, in terms of reusability and adaptation to a different context. In the semantic model part, ontology reuse, reasoning, and querying mechanisms are applied to validate the usability of the proposed workflow. The presented work will improve knowledge-sharing and reuse among stakeholders involved in historic building projects.",10.3390/su14159703,0.0
1,"Zhou, ZP; Goh, YM; Shen, LJ",Overview and Analysis of Ontology Studies Supporting Development of the Construction Industry,Article,,"Being information-intensive, the construction industry has the feature of multiagents, including multiparticipants from different disciplines, multiprocesses with a long-span timeline, and multidocuments generated by various systems. The multistakeholder context of the construction industry creates problems such as poor information interoperability and low productivity arising from difficulties in information reuse. Many researchers have explored the use of ontology to address these issues. This study aims to review ontology research to explore its trends, gaps, and opportunities in the construction industry. A systematic process employing three-phase search method, objective analysis and subjective analysis, helps to provide enough potential articles related to construction ontology research, and to reduce arbitrariness and subjectivity involved in research topic analysis. As a result, three main research topics aligned with the ontology development lifecycle were derived as follows: information integration based on ontology, ontology building, and ontology application. In addition, research gaps and the corresponding research agenda were identified. This detailed review provides the basis for further studies on the use of ontology in the construction industry. The research trends and gaps can serve as motivation for researchers and practitioners to work on the next generation of ontology studies to support the development of the construction industry.",10.1061/(ASCE)CP.1943-5487.0000594,0.0
29,"Rezgui, Y; Boddy, S; Wetherill, M; Cooper, G","Past, present and future of information and knowledge sharing in the construction industry: Towards semantic service-based e-construction?",Article,,"The paper reviews product data technology initiatives in the construction sector and provides a synthesis of related ICT industry needs. A comparison between (a) the data centric characteristics of Product Data Technology (PDT) and (b) ontology with a focus on semantics, is given, highlighting the pros and cons of each approach. The paper advocates the migration from data-centric application integration to ontology-based business process support, and proposes inter-enterprise collaboration architectures and frameworks based on semantic services, underpinned by ontology-based knowledge structures. The paper discusses the main reasons behind the low industry take up of product data technology, and proposes a preliminary roadmap for the wide industry diffusion of the proposed approach. In this respect, the paper stresses the value of adopting alliance-based modes of operation. (C) 2009 Elsevier Ltd. All rights reserved.",10.1016/j.cad.2009.06.005,0.0
128,"Bender, S; Stoy, C",Process gaps of model-based construction cost estimation from selected constellation of actors,Article,,"The corresponding and determining success factors of construction projects are essentially quality, deadlines and costs. Cost planning is therefore already a component of the planning service in early phases and has a significant influence on the pros and cons of project implementation. Digital tools and new process flows have been established in the construction industry as part of the digitalization process. Model-based construction cost estimation is used in BIM-based construction projects and obtains element sets and information from digital building models, which consist of objects with alphanumeric and graphic properties. The model-based cost planning processes are not sufficiently scientifically proven and are not subject to a standardized procedure. An idealtypical model-based target cost estimation process is determined via literature sources.This cost estimation process is reviewed by expert interviews and their analysis by a qualitative content analysis. The result is an actual cost estimation process from current practice, which describes approach and shows process gaps in the area of integration of specialist planner models as well as cost control and cost management.",10.37544/0005-6650-2021-03-38,0.0
159,"Guillem, A; Bruseker, G; Ronzino, P","Process, concept or thing? Some initial considerations in the ontological modelling of architecture",Article,,"Architectural knowledge, representing an understanding of our built environment and how it functions, is a domain of research of high interest as much to laypeople as to architects themselves, researchers in cultural heritage in general and formal ontologists. In this work, we aim to provide an initial approach to the question of how to model architectural data in a formal ontology structure and consider some of the problems involved. This question is challenging both for the inherent difficulties of the discourse to be modelled but also for the lack of available structured data sources that would distinctly represent the architectural perspective proper, as well as for the contentious nature of the definition of architecture itself. We, therefore, take the step of exploring in broad strokes the possible approaches to architecture, tracing the notion of architecture as idea, process or thing from the literature. On the basis of this enquiry, we propose a model of some top-level referents of architecture using FRBRoo, an extension of CIDOC CRM that can be used to model creative processes. We argue that with the addition of only four classes to this model, to capture certain architecturally specific concepts and activities, we are able to provide an adequate high-level first approach to this problem. Further, by connecting this work to the existing extension of CRMba, which models built work as a system of relations of filled and unfilled spaces, there is a sufficient high-level ontological structure to begin to test for its utility to explore the issues of the relation between architecture as idea, process and thing.",10.1007/s00799-016-0188-0,0.0
44,"Jansson, G; Schade, J; Olofsson, T",REQUIREMENTS MANAGEMENT FOR THE DESIGN OF ENERGY EFFICIENT BUILDINGS,Article,,"Buildings are designed to fulfil the multiple and, often, contradictory requirements of users, clients and society. Energy aspects are often not considered before the detailed design phase and a systematic way of analysing the energy performance of solutions throughout the design phase is lacking. A suggested framework, based on engineering design theories of requirements management, was applied to a case study of the design of an energy-efficient building in a real construction project. The case study provided qualitative insights into how the proposed framework can contribute to a more structured requirements management of a construction project with a focus on the energy-efficient design of buildings. It can be seen that the proposed framework for requirements management of energy performance provides a structure for designers to consider and apply energy performance criteria in the early design stages and visualize the consequences of alternative design solutions for clients, engineers, contractors and suppliers. The use of a requirements structure enables the transparency of different design alternatives against the established functional requirements of energy performance for the stakeholders in the design process. The use of BIM to support the proposed requirements framework needs to be studied further and connected to national and international construction classification schemas and ontology frameworks.",,
144,"Musumba, GW; Wario, RD","RETRACTED: A hybrid technique for partner selection in virtual enterprises (Retracted article. See vol. 14, pg. 1149, 2022)",Article; Retracted Publication,,"Globally, businesses are increasingly depending on other businesses' competencies to meet the increasing demands from customers. Enterprises collaborate with a view of sharing their expertise, costs and risks. Many studies have examined this subject with only a few proposing techniques that can facilitate decision-makers' abilities to filter out inefficient partners among the many that show interest to be part of the consortium, prior to the selection process. Also, few techniques are available that can aid the selection process when the selection criteria are voluminous and uncertain in nature. Research dealing with this subject focusing on the construction industry is hardly available. A Fuzzy Analytical Hierarchy Process-Technique for Order of Preference by Similarity to Ideal Solution (FAHP-TOPSIS) technique, a hybrid of FAHP and F-TOPSIS, is designed to address this problem. This technique is embedded to Data Envelopment Analysis used to filter out inefficient partners at initial stages. FAHP determines decision criteria weights, while F-TOPSIS evaluates the unfiltered partners. A comparison analysis of FAHP-TOPSIS with FAHP and F-TOPSIS in the same case, show similar results confirming their robustness. However, FAHP-TOPSIS gives the most consistent outcomes. It is proposed that FAHP-TOPSIS can be used on a wide range of partner selection decision problems.",10.1080/20421338.2019.1655212,0.0
81,"Chu, HJ; Chow, RYC",Reaching semantic interoperability through semantic association of domain standards,Proceedings Paper,,"The vision of semantic interoperability has led much research on ontology matching. Research in this area primarily focuses on discovering similarity between entities of ontologies. The performance of proposed approaches relies on the existence of such similarity relationship and sufficient data for inferring it. However, in reality, many distributed systems do not have such presumptions. This paper addresses this challenge by associating the entities through affinity semantic (to what degree they are related in their application context). Through the analysis of a motivating example in building construction industry, this paper formally defines semantic association based on multiple-perspective domain standards. This paper hypothesizes that the establishment and the use of such standards can practically serve as a framework for reaching semantic interoperability between autonomous information systems. This paper also shows that such ftamework has the potential to make revolutionary impacts on workflow automation, information retrieval, and ontology matching research areas.",10.1109/FTDCS.2007.29,0.0
62,"Wu, SZ; Hou, L; Zhang, GM; Chen, HS",Real-time mixed reality-based visual warning for construction workforce safety,Article,,"Spatial locations of personnel, equipment, and materials are constantly changing as construction projects progress. The dynamic nature of the construction industry affects workers' performance of identifying hazards. Even though a great deal of effort has been made to improve construction safety, the construction industry still witnesses a high accident rate. In order to complement the existing body of knowledge relating to construction safety, this paper integrates Digital Twin (DT), Deep Learning (DL), and Mixed Reality (MR) technologies into a newly developed real-time visual warning system, which enables construction workers to proactively determine their safety status and avoid accidents. Next, system tests were conducted under three quasi-on-site scenarios, and the feasibility was proven in terms of synchronising construction activities over a large area and visually representing hazard information to its users. These evidenced merits of the development testing scenarios can improve workers' risk assessment accuracy, reinforce workers' safety behaviour, and provide a new perspective for construction safety managers to analyse construction safety status.",10.1016/j.autcon.2022.104252,0.0
42,"Wagner, A; Bonduel, M; Pauwels, P; Ruppel, U",Representing construction-related geometry in a semantic web context: A review of approaches,Review,,"The exchange of construction-related data over the Web via Semantic Web Technologies is gaining interest in current research. However, most research focuses on non-geometric data, neglecting the description of geometry. While several methods to include geometry descriptions into a Semantic Web context exist, no uniform approach or general recommendation exists for the endeavour of describing building components in their entirety - including geometric descriptions -, leading to an increased suspension in applying Semantic Web Technologies in the construction domain. To therefore ease the description of geometric data in a Semantic Web context, we conduct an extensive literature review and analyse the identified, oftentimes isolated implementations for geometry descriptions in that context, with focus on requirements set by domain-specific use cases. Based on this analysis, we group the currently available implementations into approaches and compare them to offer means for deciding on which approach or implementation suits individual use cases. The identified approaches vary in their depth of the geometry descriptions integration into the Semantic Web and are subsequently studied regarding their overall aptness and characteristics in consideration of their application for future industry and research projects. In respect of the ongoing research in the field of the application of Semantic Web Technologies, not only in the construction domain, this article poses as an important foundation by giving a clear overview of existing implementations and relevant open research questions. Having this overview, the suspense for adapting to Semantic Web methods for describing geometries can be overcome by users more easily, while software developers can start to connect their clients' use cases to suitable approaches and related implementations to represent geometry in a Semantic Web context.",10.1016/j.autcon.2020.103130,0.0
134,"Berger, C; Mahdavi, A",Review of current trends in agent-based modeling of building occupants for energy and indoor-environmental performance analysis,Review,,"This paper is concerned with the representation of building users in simulation applications that explore buildings' energy and indoor environmental performance. In recent years, efforts have been made to develop more detailed occupancy-related input data for building performance simulation. For instance, instead of using standard occupancy schedules or simple rule-based behavioral models, stochastic formalisms have been proposed to more realistically capture occupants' patterns of presence and behavior in buildings. Specifically, agent-based modelling has been suggested to provide an adequate tool to capture the complexity and dynamics of building occupants, both as individuals and as groups. In this context, the present paper entails a brief discussion of agent-based modeling followed by a concise review of a number of recent publications reporting on the application of agent-based modeling in the built environment domain (especially regarding buildings' energy and indoor-environmental performance). The paper concludes with remarks on the future prospects of agent-based modelling in building-related applications.",10.1016/j.buildenv.2020.106726,0.0
112,"Howell, S; Beach, T; Rezgui, Y",Robust requirements gathering for ontologies in smart water systems,Article,,"Urban environments are urgently required to become smarter to overcome sustainability and resilience challenges whilst remaining economically viable. This involves a vast increase in the penetration of ICT resources, both physical and virtual, with the requirement to factor in built environment, socio-economic and human artefacts. This paper, therefore, proposes a methodology for eliciting, testing, and deploying, requirements in the field of urban cybernetics. This extends best practice requirements engineering principles to meet the demands of this growing niche. The paper follows a case study approach of applying the methodology in the smart water domain, where it achieves positive results. The approach not only heavily utilises iteration alongside domain experts, but also mandates the integration of technical domain experts to ensure software requirements are met. A key novelty of the approach is prioritising a balance between (a) knowledge engineers' tenacity for logical accuracy, (b) software engineers' need for speed, simplicity, and integration with other components, and (c) the domain experts' needs to invoke ownership and hence nurture adoption of the resulting ontology.",10.1007/s00766-020-00335-z,0.0
90,"Zhang, JY; El-Diraby, TE",SSWP: A Social Semantic Web Portal for Effective Communication in Construction,Article,,"In the construction industry, there is a pressing need for computer systems that will facilitate information exchange and knowledge sharing among all industry practitioners. The Social Semantic Web Portal (SSWP) proposed in this paper will accomplish three tasks: (1) the streamlining of information exchange about any individual project, (2) the encouragement of knowledge sharing in general, and (3) the virtual grouping of people with similar interests to form communities of practice. A domain ontology is developed in order to encapsulate knowledge about industrial actors and their roles in relation to sibling ontologies that conceptualize construction products and processes. This domain ontology is then tailored to be the cornerstone (the knowledge base) that will enable the semantics of Web services. The concept of the Social Web is employed to validate knowledge items and to connect users with similar interests. The information flow is realized through a content-based publish/subscribe system. The SSWP will semantically connect a user with knowledge items and socially link a user to his/her peers.",,
38,"Soares, AL; da Silva, MM; Simoes, D",Selecting and structuring semantic resources to support SMEs knowledge communities,Proceedings Paper,,"Knowledge management intrinsically involves communication and information sharing, which can be strongly affected by the context in which it is viewed and interpreted. This situation gets worst when complex domains. are considered, as it is the case of the Construction Industry domains. The development of ontologies to unify and to put into context the different concepts and terms of the sometimes rather traditional and locally coloured construction industry domains is a necessary step to avoid misinterpretations and inefficient communication. The KNOW-CONSTRUCT project decided, as an approach to this task, to re-use, as far as possible, existing ontologies, classification systems and other semantic resources in order to develop a system that may come to contribute to standards and to the integration, management and reuse of the area specific knowledge via a common knowledge base in order to consolidate and provide access to integrated knowledge, making community emergent knowledge a significant added value. It aims at developing a methodology of common Construction Industry Knowledge (CIK) representation applicable to large sets of SMEs in the construction industry as a basis for the establishment of a knowledge community.",,
14,"Cruz, C",Semantic Trajectory Modeling for Dynamic Built Environments,Proceedings Paper,,This paper presents a data model to capture moving and changing objects in the context of dynamic built environment. Building elements are subject to change which represents semantic trajectories crossing trajectories of users. These semantic trajectories in dynamics built environment permit to capture fine-grained activities and behaviors of users and objects. The data model is based on ontology and description logics to capture logic constraints on semantic trajectories.,10.1109/DSAA.2017.79,0.0
5,"Bouzidi, KR; Fies, B; Faron-Zucker, C; Zarli, A; Thanh, NL",Semantic Web Approach to Ease Regulation Compliance Checking in Construction Industry,Article,,"Regulations in the Building Industry are becoming increasingly complex and involve more than one technical area, covering products, components and project implementations. They also play an important role in ensuring the quality of a building, and to minimize its environmental impact. Control or conformance checking are becoming more complex every day, not only for industrials, but also for organizations charged with assessing the conformity of new products or processes. This paper will detail the approach taken by the CSTB (Centre Scientifique et Technique du Batiment) in order to simplify this conformance control task. The approach and the proposed solutions are based on semantic web technologies. For this purpose, we first establish a domain-ontology, which defines the main concepts involved and the relationships, including one based on OWL (Web Ontology Language) [1]. We rely on SBVR (Semantics of Business Vocabulary and Business Rules) [2] and SPARQL (SPARQL Protocol and RDF Query Language) [3] to reformulate the regulatory requirements written in natural language, respectively, in a controlled and formal language. We then structure our control process based on expert practices. Each elementary control step is defined as a SPARQL query and assembled into complex control processes on demand, according to the component tested and its semantic definition. Finally, we represent in RDF (Resource Description Framework) [4] the association between the SBVR rules and SPARQL queries representing the same regulatory constraints.",10.3390/fi4030830,0.0
12,"El-Diraby, TA; Zhang, J",Semantic documentation of lessons learned in the building construction industry,Proceedings Paper,,"With the advancement of semantic web, there is an opportunity for the building construction industry to improve its knowledge management practice. This paper presents a semantic system for documenting lessons learned. The system is based on an application taxonomy that was developed to represent the interrelationships of major concepts in the building construction domain. The taxonomy extracted concepts from existing classification systems and relevant literatures, captured semantic relationships among those concepts by analyzing industry processes, and classified those concepts into nine superclasses: Entity, Input, Output, Mechanism, Constraint, Technical Domain, System, Basic Concept, and Ontology Concept. This taxonomy is essentially object-oriented, process-centered, IFC-friendly, with a consistent and open structure allowing for future extension.",,
167,"Pauwels, P; Zhang, SJ; Lee, YC",Semantic web technologies in AEC industry: A literature overview,Review,,"Over the recent years, the usage of semantic web technologies has notably increased in the domains of architecture, engineering and construction (AEC). These technologies are typically considered as complementary to existing and often used Building Information Modelling (BIM) software. The usage of these technologies in the AEC domains is thereby motivated by (1) a desire to overcome the interoperability issue among software tools used in diverse disciplines, or at least improve information exchange processes; (2) a desire to connect to various domains of application that have opportunities to identify untapped valuable resources closely linked to the information already obtained in,the AEC domains; and/or (3) a desire to exploit the logical basis of these technologies, which is currently undisclosed in the AEC domains. Through an extensive literature study and survey, this article investigates the development and application progress of semantic web technologies in the AEC domains in accordance with these three primary perspectives. These examinations and analyses provide a complete strategical map that can serve as a robust stepping stone for future research regarding the application of semantic web technologies in the AEC domains. Results show that semantic web technologies have a key role to play in logic-based applications and applications that require information from multiple application areas (e.g. BIM + Infra + GIS + Energy). Notwithstanding fast developments and hard work, challenging research opportunities are situated in (1) the creation and maintenance of the links between the various data sets and in (2) devising beneficial implementation approaches that rely on appropriate combinations of declarative and procedural programming techniques, semantic and legacy data formats, user input, and automated procedures. (C) 2016 Elsevier B.V. All rights reserved.",10.1016/j.autcon.2016.10.003,0.0
135,"Lu, Y; Sinnott, RO",Semantic-based Privacy Protection of Electronic Health Records for Collaborative Research,Proceedings Paper,,"Combined health information and web-based technologies can be used to support healthcare and research activities associated with electronic health records (EHRs). EHRs used for research purposes demand privacy, confidentiality and all information governance concerns are addressed. However, existing solutions are unable to meet the evolving research needs especially when supporting data access and linkage across organization boundaries. In this work, we show how semantic methods can aid in the specification and enforcement of policies for privacy protection. This is illustrated through a case study associated with the Australasian Diabetes Data Network (ADDN), the national paediatric type-1 diabetes data registry and the Australian Urban Research Infrastructure Network (AURIN) platform that supports Australia-wide access to urban and built environment data sets. Specifically we show that through extending the eXtensible Access Control Markup Language (XACML) with semantic capabilities, we are able to support fine-grained privacy-preserving policies leveraging semantic reasoning that is not directly available in XACML or other existing security policy specification languages.",10.1109/TrustCom.2016.104,0.0
117,"Boje, C; Bolshakova, V; Guerriero, A; Kubicki, S; Halin, G",Semantics for linking data from 4D BIM to digital collaborative support,Article,,"Synchronous collaboration sessions within the context of 4D BIM position construction professionals into a complex socio-technical system. This system includes hardware, software, people, and broader community aspects. This article strictly focuses on the ontology representation of synchronous collaboration sessions with collocated collective decision-making. The model is designed by considering various 4D BIM model uses while a digital multiuser touch table facilitates the collaboration between actors. The outlined ontological model aims to improve interoperability and to move toward a knowledge-driven, smart-built environment paradigm. A knowledge engineering methodology is outlined, by virtue of which the semantics of the presented model are defined and discussed. Concepts from nearby knowledge fields, especially from the Industry Foundation Classes, are reused. Several examples on querying the knowledge base according to the project meeting requirements are outlined to demonstrate the benefits of using the model. Although 4D BIM model data can be imported by using standard formats, capturing data about the social context remains a challenge in the future. This is expected to change the ontology model structure by considering user ergonomics, data modeling requirements, as well as technical implementation constraints.",10.1007/s42524-020-0111-7,0.0
74,"Pauwels, P; Roxin, A",SimpleBIM: From full ifcOWL graphs to simplified building graphs,Proceedings Paper,,"Recent research in semantic web technologies for the built environment has resulted in several proposals to further improve information exchange among stakeholders from the domain. Most notable is the production of several OWL ontologies that allow to capture building data in RDF graphs. For example, an ifcOWL ontology allows to capture IFC data in an RDF graph. As the building data is now available in a semantic graph with an explicit formal basis, it can be restructured and simplified so that it more easily matches the different requirements associated with practical use case scenarios. In this paper, we investigate several proposals and technological approaches to simplify ifcOWL building data, thus addressing the needs of specific industrial use cases.",,
92,"Ruohomaki, T; Airaksinen, E; Huuska, P; Kesaniemi, O; Martikka, M; Suomisto, J",Smart City Platform Enabling Digital Twin,Proceedings Paper,,"Visual 3D models are being deployed in smart cities around the world. While earlier the motivation was mostly to visualize the buildings, the latest developments will turn the 3D models into a rich source of information related to the urban landscape and built environment. The models can be used to compare the energy consumption between similar buildings or to display the potential solar panels had if mounted on certain district. The models have soon become elemental in not only managing a smart city but also as a platform for co -design and development together with the citizens.",,
57,"Wagner, A; Moller, LK; Leifgen, C; Ruppel, U",SolConPro: Describing multi-functional building products using semantic web technologies,Proceedings Paper,,"The research project Solar Construction Processes (SolConPro) focusses on developing new methods to facilitate planners in integrating solar active facade components, e. g. Building Integrated Photovoltaics (BIPV) and Building Integrated Solar Thermals (BIST), into the building processes. The decisive feature of such components is that they reunite product properties from multiple product categories and therefore cannot be assigned to a specific category, such as static component or technical building equipment. Well-established product exchange standards within the construction industry such as ICF, simple ifcXML or VDI 3805 are not suitable to cover the wide-ranging properties of multi-functional components. In order to provide a comprehensive digital representation of such components and to enable the integration within the methodology of Building Information Modelling, the following paper presents a data schema based on Semantic Web Technologies. The designed multi-layered ontology enables and supports interpretability the wider use of Semantic Web technologies in the construction industry.",,
171,"Zhang, JS; Zhao, LH; Ren, GQ; Li, HJ; Li, XF",Special Issue Digital Twin Technology in the AEC Industry,Review,,"Sustainable building design has become a hot topic over the past decades. Many standards, databases, and tools have been developed for achieving a sustainable building. Not until recently have the importance of structural engineering and its contribution to sustainable building design been full recognised. However, due to the highly fragmented and diversity of knowledge across building and infrastructure domains, there is a lack of approach that can address all the sustainable issues within the structural design. This paper reviews the sustainable design from the perspective of structural engineering: (1) reviewing the current situation; (2) identifying the gaps and difficulties; and (3) making recommendations for future improvements. The strategies and indicators, as well as BIM-enabled methodology, for sustainable structural design (SSD) are also discussed in a holistic way. The results of this investigation show that most of the methods are not doing well in terms of delivering a successful sustainable structural design. It is expected that the future BIM could probably provide such a platform to address these issues.",10.1155/2020/8842113,0.0
