,Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type
228,"Han W.S., Yusof A.M., Hai T.K., Ismail S.",Social infrastructure projects: A review and a glimpse of philosophical review,2011,"Creating Global Competitive Economies: A 360-Degree Approach - Proceedings of the 17th International Business Information Management Association Conference, IBIMA 2011",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905110601&partnerID=40&md5=55eaf8bc2cefe6fabb258c5601c4bb27,"Social infrastructure projects in the context of construction industry are basically those buildings that serve the community at large. Cases in point are hospitals, schools, and community facilities. The infrastructure attracts less attention as compared to economic social infrastructure projects such as bridges, highways and mega infrastructure projects. Limited research is conducted on social infrastructure projects, not to mention the philosophical review of social infrastructure projects. This paper aims to bridge the research gap. This paper first comprehensively reviews the social infrastructure literature from various aspects and applications. Then, this paper reviews nine journal papers and one conference paper in the aspect of ontological, epistemology, and methodology. The preliminary finding reveals that ontological subjectivism, epistemological interpretivism, and qualitative analysis have dominant the social infrastructure domain. The limitations and future research directions are also discussed in this paper. The outcome can be used to improve general understanding of the body of knowledge.",Construction industry; Philosophical review; Social infrastructure,Construction industry; Information management; Ontology; Philosophical aspects; Body of knowledge; Community facilities; Conference papers; Future research directions; Infrastructure project; Qualitative analysis; Social infrastructure; Social infrastructure projects; Bridges,Conference Paper
292,"El-Diraby T.E., Wang B.",Society portal: Integrating Urban highway construction projects into the Knowledge City,2005,Journal of Construction Engineering and Management,10.1061/(ASCE)0733-9364(2005)131:11(1196),https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744464553&doi=10.1061%2f%28ASCE%290733-9364%282005%29131%3a11%281196%29&partnerID=40&md5=44fc7adb2c8250576b629eb9928b4dcd,"Community involvement is an important factor for sustainable highway construction. Information and communication technologies provide a new and more effective approach to facilitate community involvement. However, there are too many parameters with conflicting and subjective definitions related to sustainability and too many stakeholders with varying degrees of interest and sophistication. There is a need for an effective tool to communicate project impacts on sustainability to local communities. This paper presents an ontology for stakeholder management and sustainability in highway construction. An ontology is a conceptual semantic model that attempts to capture human knowledge (both explicit and tacit) in a consistent manner. Ontologies include three main elements: a taxonomy (common vocabulary presented in concept trees), set of relationships (linking concepts across trees), and axioms (limitation/ constraints on the behavior of concepts). The ontology was used to develop a portal for broadcasting highway design features to local communities. By browsing through the portal, a user can learn about project elements, the impacts of each element on sustainability issues, who is sponsoring such element, and what efforts have been made to reduce any impacts of such elements on local communities. © ASCE.",Community relations; Highway construction; Public participation; Sustainable development; Urban areas,Communication systems; Constraint theory; Construction industry; Information technology; Portals; Sustainable development; Trees (mathematics); Community relations; Highway construction; Public participation; Urban areas; Highway planning,Article
114,"Wagner A., Möller L.K., Leifgen C., Rüppel U.",Solconpro: Describing multi-functional building products using semantic web technologies,2018,"eWork and eBusiness in Architecture, Engineering and Construction - Proceedings of the 12th European Conference on Product and Process Modelling, ECPPM 2018",10.1201/9780429506215-56,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063632652&doi=10.1201%2f9780429506215-56&partnerID=40&md5=795f1cbb2fefb89c6db60811bb7f0245,"The research project Solar Construction Processes (SolConPro) focusses on developing new methods to facilitate planners in integrating solar active façade components, e.g. Building Integrated Photovoltaics (BIPV) and Building Integrated Solar Thermals (BIST), into the building processes. The decisive feature of such components is that they reunite product properties from multiple product categories and therefore cannot be assigned to a specific category, such as static component or technical building equipment. Well-established product exchange standards within the construction industry such as ICF, simple ifcXML or VDI 3805 are not suitable to cover the wide-ranging properties of multi-functional components. In order to provide a comprehensive digital representation of such components and to enable the integration within the methodology of Building Information Modelling, the following paper presents a data schema based on Semantic Web Technologies. The designed multi-layered ontology enables and supports interpretability the wider use of Semantic Web technologies in the construction industry. © 2018 Taylor & Francis Group, London.",,Buildings; Construction; Construction industry; Process engineering; Solar energy; Solar power generation; Building equipments; Building Information Modelling; Building integrated; Building products; Building-integrated photovoltaics; Construction process; Digital representations; Semantic Web technology; Semantic Web,Conference Paper
141,"Ouhajjou N., Loibl W., Fenz S., Tjoa A.M.",Stakeholder-oriented energy planning support in cities,2017,Sustainable Cities and Society,10.1016/j.scs.2016.08.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995477471&doi=10.1016%2fj.scs.2016.08.006&partnerID=40&md5=2591620748f41d5783a30b8f273e17ed,"The successful implementation of urban energy planning strategies (applied as a set of measures to improve energy efficiency and enhance renewable energy generation to reduce CO2 emissions) depends on the satisfaction of the stakeholders, involved in future implementation processes. This article presents a stakeholder-oriented approach, implemented in a planning support system, to provide stakeholders with specific information from their points-of-view, regarding the impact of energy strategies on their interests in the built environment. The approach is based on semantic web technologies, where an ontology has been developed to provide targeted information for different stakeholders while developing urban energy strategies. Measures to be implemented are defined. Stakeholders are identified and questions they raise for their decision making are listed, as competency questions of the ontology. Computation models to answer these questions are identified or developed, based on the data availability in the city. The semantics used in these models are then captured and classified within the ontology. Then the decision making knowledge of the stakeholders is integrated within the ontology, as inference rules. Finally, the ontology is used through a web-map-based interface. The proposed solution anticipates the potential decisions of the different stakeholders, easing the progress of the energy planning process, typically happening in workshops or forums in collaboration with different stakeholders. © 2016 Elsevier Ltd",Ontologies; Planning support; Urban energy planning,Carbon dioxide; Decision making; Energy management; Ontology; Renewable energy resources; Implementation process; Map-based interfaces; Planning support; Planning support systems; Renewable energy generation; Semantic Web technology; Specific information; Urban energy planning; Energy efficiency,Article
217,Nawari N.,Standardization of structural BIM,2011,"Congress on Computing in Civil Engineering, Proceedings",10.1061/41182(416)50,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053149986&doi=10.1061%2f41182%28416%2950&partnerID=40&md5=6014199f421d2cae13034284bf56c421,"The BIM standard establishes standard definitions for building information exchanges to support critical business contexts using standard semantics and ontologies. This Standard forms the foundation for accurate and efficient communication and commerce that are needed by the construction industry. The Standard is still in its infancy and the evolution and maturity of BIM Standard will depend largely on the efforts and contribution of various disciplines involved in design, construction, and management of a facility. This paper focuses on advancing standardization of BIM model for structural analysis and design. Specifically speaking, the paper addresses The Information Delivery Manual (IDM) as it aims to provide the integrated reference for process and data required by BIM by identifying the discrete processes undertaken within structural design, the information required for their execution and the results of that activity. Furthermore, it will address Model View Definitions (MVDs) for structural design and analysis to create a robust process for seamless, efficient, reproducible exchange of accurate and reliable structural information that is widely and routinely acknowledged by the industry. © 2011 ASCE.",Building information models; Standards and codes,Building Information Model - BIM; Critical business; Design and analysis; Information delivery; Information exchanges; Standard definitions; Standard form; Standards and codes; Structural analysis and designs; Structural information; Building codes; Civil engineering; Construction industry; Information theory; Models; Ontology; Semantics; Standardization; Structural analysis; Architectural design,Conference Paper
122,"Böger L., Huhnt W., Wernik S.",Standardized names for object types and attributes as basis for cooperation between planning and building,2018,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-319-91638-5_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048971333&doi=10.1007%2f978-3-319-91638-5_17&partnerID=40&md5=c3a01902b12cfa689014bb82465891c3,"When using Building Information Modeling (BIM), it is expected to increase interorganizational collaboration in the construction industry. To reach this goal, it is necessary to use open standards for model exchange such as the Industry Foundation Classes (IFC). The non-profit organization buildingSMART defines this standard. IFC provides object types and attributes, which describe properties of objects. The IFC standard do not address possible values for attributes; but beside coordinated names for object types and attributes, coordinated values for attributes are required. This is necessary for the evaluation of digital models for different purposes. Several approaches in the fields of ontology and classification systems address this issue. However, at present time there is no clear distinction between prerequisites that modeled objects have to fulfill and products, which satisfy these requirements. Suppliers or construction companies at the interface between planning and construction propose products for the modelled requirements of the planning process. This paper describes an approach that bases on a dictionary, which provides standardized object types, attributes and values. A project database and a database with products, called supplier database, use this dictionary as a basis. Resulting from the modeling phase, the project database is ultimately mapped with the supplier database to propose products that fulfill the requirements. The approach presented in this paper can be regarded as a next step in using a standard that already exists: the buildingSMART Data Dictionary. © Springer International Publishing AG, part of Springer Nature 2018.",Building Information Modeling (BIM); BuildingSMART Data Dictionary (bSDD); Industry Foundation Classes (IFC),Construction industry; Database systems; Information theory; Intelligent computing; Building Information Model - BIM; BuildingSMART Data Dictionary (bSDD); Classification system; Construction companies; Industry Foundation Classes - IFC; Interorganizational collaboration; Non profit organizations; Project database; Architectural design,Conference Paper
106,Beetz J.,"Structured vocabularies in construction: Classifications, taxonomies and ontologies",2018,Building Information Modeling: Technology Foundations and Industry Practice,10.1007/978-3-319-92862-3_8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063562206&doi=10.1007%2f978-3-319-92862-3_8&partnerID=40&md5=a7b4259656153f687ff2d1e4fe3c190a,"Structured vocabularies are an important means of defining and structuring the meaning of concepts and terms used in the building industry to ensure their consistent use by all stakeholders over the life cycle of a construction. In their traditional form as text documents and tables they are designed for use by domain experts to facilitate the creation and use of unambiguous specifications, requirement documents and mutual agreements. In their digital, machine-readable form, they can be used in a Building Information Modeling context for the semantic annotation of model objects to further enhance exchange and interoperability in data exchange scenarios. This chapter introduces the fundamental concepts, application areas and technical implementations of such terminologies and structured vocabularies. © Springer International Publishing AG, part of Springer Nature 2018. All rights reserved.",,Construction industry; Electronic data interchange; Semantics; Application area; Building industry; Building Information Model - BIM; Domain experts; Fundamental concepts; Machine readable form; Semantic annotations; Technical implementation; Life cycle,Book Chapter
9,"Xia H., Liu Z., Efremochkina M., Liu X., Lin C.",Study on city digital twin technologies for sustainable smart city design: A review and bibliometric analysis of geographic information system and building information modeling integration,2022,Sustainable Cities and Society,10.1016/j.scs.2022.104009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132815297&doi=10.1016%2fj.scs.2022.104009&partnerID=40&md5=33efaa15ee604be019ef2c8052141624,"Geographic information system (GIS) data provide geospatial data on cities and spatial analysis functions that are essential for urban design. Building information modeling (BIM) includes a digital entity of construction, a passive presentation of micro-digital information on real entities, and an active application of models in the entire life cycle realization of the architecture, engineering, and construction industries. A combination of these technologies could provide a core technology for the urban digital twin to support sustainable smart city design. Through an insightful literature review, this paper summarizes the different disciplinary classifications of GIS and BIM functional integration, distills the value of data, and discusses the ontology-based data integration approach that GIS and BIM should take in the future to conduct research on integration applications in smart cities. To verify this view, keyword analysis, co-country analysis, and co-citation and coupling analyses are conducted using CiteSpace. GIS and BIM integration has attracted much attention. However, a professional disconnect and fragmented composition pose challenges in the field of GIS and BIM integration. Future research should focus on smart city planning, updating, management; ontology-based GIS and BIM data integration platform; and operation; and the collaborative management of urban rail transportation engineering. © 2022",BIM; Data value extension; Digital twins; GIS; Smart city; Sustainable city design; Urban rail transit,Architectural design; Construction industry; Data integration; Information management; Information systems; Information theory; Information use; Life cycle; Light rail transit; Ontology; Smart city; Urban planning; Urban transportation; Bibliometrics analysis; Building Information Modelling; City designs; Data value extension; Data values; Models integration; Ontology-based; Sustainable cities; Sustainable city design; Urban rail transit; Geographic information systems; GIS; modeling; railway transport; smart city; sustainability; urban design; urban transport; virtual reality,Article
110,Li X.,Study on information recommendation of scientific and technological achievements based on user behavior modeling and big data mining,2018,"2018 3rd IEEE International Conference on Cloud Computing and Big Data Analysis, ICCCBDA 2018",10.1109/ICCCBDA.2018.8386517,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050127220&doi=10.1109%2fICCCBDA.2018.8386517&partnerID=40&md5=430a0d23680fe33d093fde4e3ea8d07e,"This paper brief introduces the source, the concept and characteristics of big data of scientific and technological achievements. The methods and techniques of big data analysis are reviewed. The process of providing personalized service based on user behavior modeling and big data mining is analyzed. The information recommendation service of scientific and technological achievements based on big data analysis is discussed. Combined with the characteristics of personalized service in big data environment, the construction strategy of user behavior model is proposed. The model building method and the personalized service scheme are given at the end. © 2018 IEEE.",big data; information recommendation; ontology; scientific and technological achievements,Behavioral research; Cloud computing; Construction industry; Data handling; Data mining; Ontology; Construction strategies; Information recommendation; Model-building methods; Personalized service; Scientific and technological achievements; User behavior modeling; Big data,Conference Paper
216,"Rezgui Y., Marks A.",Sustainable construction ontology development using information retrieval techniques,2011,"Congress on Computing in Civil Engineering, Proceedings",10.1061/41182(416)18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053154060&doi=10.1061%2f41182%28416%2918&partnerID=40&md5=39f43a68da79555a49e823234d0edd85,"The paper describes the ""SCrIPt"" methodology used to develop a sustainable construction domain ontology, taking into account the wealth of existing semantic resources in the construction sector. The latter range from construction taxonomies (e.g. IFCs) to energy calculation tools' internal data structures (i.e. conceptual database schema). The paper argues that taxonomies provide an ideal backbone for any ontology project. Equally, textual documents have an important role in sharing and conveying knowledge and understanding. Therefore, a construction industry standard taxonomy is used to provide the seeds of the ontology, enriched and expanded with additional concepts extracted from large construction sustainability and energy oriented document bases using information retrieval (tf-idf and Metric Clusters) techniques. The SCrIPt ontology will be used as the semantic engine for a Sustainability Construction Platform, commissioned by the Welsh Assembly Government in the UK. © 2011 ASCE.",Construction management; Information management; Sustainable development; United Kingdom,Construction management; Construction sectors; Database schemas; Domain ontologies; Energy calculation; Ontology development; Semantic resources; Sustainable construction; Textual documents; United kingdom; Welsh Assembly; Civil engineering; Construction industry; Data structures; Information management; Information retrieval; Information use; Project management; Semantics; Sustainable development; Taxonomies; Ontology,Conference Paper
1,"Jayagopalan G., Mukherjee S.",Teaching through urban sensorium: urban spatiality as a smart learning environment,2022,Smart Learning Environments,10.1186/s40561-022-00186-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122965640&doi=10.1186%2fs40561-022-00186-x&partnerID=40&md5=0260604df6994c1970aba721958f30e0,"This paper qualitatively analyses the implication of urban sensorium as a pedagogic mode in the teaching of Urban Studies. Underpinned by the frames of smart learning environments, the paper reiterates experiencing urban ontologies as spatial learning environments. By drawing from a range of transdisciplinary and experiential modes of learning, this paper maps how an undergraduate course on Bangalore city in India served learners to critically engage with and experience spatial urban ontologies both digitally, and in real-world experiences of learning, furthering learner autonomy and reflection. The methodological prisms of this paper are autoethnography and critical reflection. It is organised around enabling learners recognize the experiential, embodied urban spaces through the urban sensorium via real-life engagements with urban spaces, and creation of digital portfolios that map this learning. Findings from the learners’ knowledge of sensory learning, the city’s intersectional aspects, and the student’s embodied and emplaced self in built environments and digital spaces are analysed via cognitive and affective-reflection levels; the course instructor's reflection is analysed via a process-reflection level. These reflections hold implications for the pedagogy of urban studies in undergraduate classrooms by foregrounding spatiality and urban sensorium as significant critical and affective pedagogic tools. The paper has also accommodated critical engagement with an external faculty member as a co-author, in order to manage any bias or researcher subjectivity in the design. © 2022, The Author(s).",Emotional intelligence development; Reflective pedagogy; Reflective research; Smart learning; Student self-oriented learning model; Urban sensorium,,Article
266,Rezgui Y.,Text-based domain ontology building using Tf-Idf and metric clusters techniques,2007,Knowledge Engineering Review,10.1017/S0269888907001130,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43649101545&doi=10.1017%2fS0269888907001130&partnerID=40&md5=7dc6f5985ca7b3dd7c9ec97e55f23c0d,"The paper describes the methodology used to develop a construction domain ontology, taking into account the wealth of existing semantic resources in the sector ranging from dictionaries to thesauri. Given the characteristics and settings of the construction industry, a modular, architecture-centric approach was adopted to structure and develop the ontology. The paper argues that taxonomies provide an ideal backbone for any ontology project. Therefore, a construction industry standard taxonomy was used to provide the seeds of the ontology, enriched and expanded with additional concepts extracted from large discipline-oriented document bases using information retrieval (IR) techniques. © 2007 Cambridge University Press.",,Construction domain ontology; Metric clusters techniques; Text-based domain ontology; Cluster analysis; Resource allocation; Semantics; Text processing; Thesauri; Ontology,Article
44,"Bountouni N., Lampathaki F., Kousouris S., Tsitsanis A., Vafeiadis G., Vergeti D.",The BIMERR Interoperability Framework: Towards BIM Enabled Interoperability in the Construction Sector,2021,Proceedings of the International Symposium on Automation and Robotics in Construction,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127584261&partnerID=40&md5=f8b6907d6623d0fafe548912f0d13577,"Interoperability is an ever-present challenge for the construction industry despite the intensive research and standardisation efforts, including Building Information Modelling (BIM), and Common Data Environments (CDEs). This paper presents the BIMERR Interoperability Framework (BIF), a cloud-based platform aiming to facilitate seamless data integration, leveraging flexible ontology and data model management capabilities combined with flexible querying and retrieval mechanisms, to allow secure collaboration of legacy systems and cutting-edge applications in construction projects. The design principles of the BIF and interactions of any construction tech application with the BIF are elaborated while the perspectives opened up through the demonstration activities in the construction sector summarize this work. © 2021 Proceedings of the International Symposium on Automation and Robotics in Construction. All rights reserved.",BIF; BIM; BIMERR; CDE; Construction Tech; Data Integration; Semantic Interoperability,Architectural design; Construction; Construction industry; Information management; Interoperability; Legacy systems; Project management; Robotics; Search engines; Semantics; BIMERR; BIMERR interoperability framework; Building Information Modelling; Common data environment; Common datum; Construction sectors; Construction tech; Data environment; Interoperability framework; Semantic interoperability; Data integration,Conference Paper
67,"Chiang Y.-H., Huang C.-Y., Fuse M.",The Integration of OGC SensorThings API and OGC CityGML via Semantic Web Technology,2020,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-030-60952-8_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096421840&doi=10.1007%2f978-3-030-60952-8_6&partnerID=40&md5=3ba0db1f514559cc1792ffc599f1dc1f,"Smart cities effectively integrate human, physical, and digital systems operating in the built environment to provide automatic and efficient applications. While 3D city models, Internet of Things (IoT), and domain models are essential components of smart cities, the integration of IoT resources and 3D city models is a central information backbone for smart city cyber-infrastructures. However, we argue that most of the existing solutions integrating 3D city models and IoT resources are usually customized according to applications and lack of interoperability. To improve the interoperability between smart city modules, this study proposes a semantic-based methodology to integrate OGC CityGML and SensorThings API standards. Based on the data models from these two standards, this study proposes an integration ontology to connect information from these two standards. Due to the flexible definition of Thing in the IoT, the proposed ontology also considers multiple views of Thing. As a result, information from the CityGML and SensorThings API can be connected and queried via SPARQL queries. In general, this proposed integration ontology can facilitate the integration of IoT and 3D city models to achieve interoperable smart city. © 2020, Springer Nature Switzerland AG.",CityGML; Open standard; Semantic web; SensorThings API,Geographic information systems; Information systems; Information use; Integration; Interoperability; Ontology; Semantic Web; Smart city; Three dimensional computer graphics; 3D city models; Built environment; Cyber infrastructures; Digital system; Flexible definition; Internet of Things (IOT); Semantic Web technology; Sparql queries; Internet of things,Conference Paper
162,Swenson E.,The Materialities of Place Making in the Ancient Andes: a Critical Appraisal of the Ontological Turn in Archaeological Interpretation,2015,Journal of Archaeological Method and Theory,10.1007/s10816-014-9202-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938749891&doi=10.1007%2fs10816-014-9202-2&partnerID=40&md5=d1b3b114e8a9abc970050a88c1d03a82,"The article critically appraises the ontological turn in archaeological research, especially approaches that draw inspiration from nonrepresentational and non-anthropocentric theories. A comparison of the Late Formative center of Jatanca (300–100 bce) with the neighboring Moche site of Huaca Colorada (ad 650–850) in the Jequetepeque Valley of Peru will then demonstrate how radical transformations in architectural construction point to fundamental changes in how communities perceived and experienced the material world. The markedly different traditions of place making certainly suggest significant shifts in the meaning and political effects of built environments. Nevertheless, the article concludes with the important caveat that the pronounced architectural differences do not necessarily translate to major shifts in ontologies and constructions of personhood but more likely to transformations in ritual practices and political organization. Therefore, the comparison reveals the dangers of assuming that distinct materialities correspond to distinct ontologies or even distinct “materialisms.” Ultimately, the author argues that a focus on the materialities of place making, as opposed to generic interpretations of ontology, permits a more effective means of reconstructing historical process within the specific Andean context. © 2014, Springer Science+Business Media New York.",Andean; Materiality; Moche; Nonrepresentational theory; Ontology; Place making,,Article
27,Wiryomartono B.,The Ontology of Making: Being and Building,2022,Numanities - Arts and Humanities in Progress,10.1007/978-3-030-92280-1_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124125925&doi=10.1007%2f978-3-030-92280-1_4&partnerID=40&md5=6df2574facceb96bf5e7285d2677fc3c,"This chapter is about the ontology of the built environment. The task of study for this chapter is to investigate and examine the aspects of presence for the built environment according to human experience in the encounter and interact with its form, function, construction, and material. The task of the search is to unveil, unfold, and divulge the relationship between concepts and phenomena, which are associated with the possibility, actuality, availability, contextuality, historicity, and performance of the built environment. The search is to construct the reality of human habitation. Moreover, the investigation is also to deal with the question of why does humankind builds and dwells on the earth. This study argues that the question is considerably primordial for architectural theory and history; it is expected that being able to respond to the question properly, we can distinguish the presence as a phenomenon from its objectivity. History and theory of architecture need an ontology that explores the sense and essence of why the built environment is the extension of human existence on earth. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Building; Concept; Experience; History; Ontology; The built environment; Truth,,Book Chapter
91,"Dibley M.J., Li H., Miles J.C., Rezgui Y.",The application of intelligent agency in a software model for buildings,2019,EG-ICE 2010 - 17th International Workshop on Intelligent Computing in Engineering,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083946213&partnerID=40&md5=0219d9226c3a2d3e624c51b60b5055c6,"This paper outlines the formulation of a state of the art intelligent multi agent society that exploits, through semantic enhancement, the data available in an existing digital building model (DBM) software architecture (see (Dibley et al., 2009)). Collectively the agents combine a range of specialist ontologies scoped to sub domains to realise individual and collective skills. Each ontology uses an appropriate knowledge representation to maximise simplicity while retaining adequate expressivity. A shared upper ontology is employed to support general communication and to provide 'common sense' knowledge. The agents in general are characterised by the strong notion of agency (as described in the literature), using the BDI (belief, desire, intention) model of agency as a powerful abstraction tool that is suited to applications where the complexity of systems and processes cannot be fully modelled using conventional techniques. The goals of the agents are, typically, to maximize some defined utility, and resulting behaviours are individual and collaborative, aligned and opposed. Knowledge retained, evolved and utilised by agents needs only to be generally locally consistent, and collectively the system can contain redundancy. The BDI model hasn't yet been exploited in construction industry applications; most existing work employs task/plan rather than goal focussed deliberative agents. © 2018 Esprit. All rights reserved.",BDI; Multi agent system; Ontology,"Application programs; Construction industry; Intelligent computing; Knowledge representation; Multi agent systems; Ontology; Semantics; BDI (belief , desire , intention); Conventional techniques; Deliberative agents; Digital building models; Intelligent agencies; Intelligent multi-agent; Semantic enhancements; Systems and process; Intelligent agents",Conference Paper
305,"Lima C., Fies B., Lefrancois G., El Diraby T.",The challenge of using a domain ontology in KM solutions: The e-COGNOS experience,2003,Proceedings of the 10th ISPE International Conference on Concurrent Engineering,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1442358664&partnerID=40&md5=e4766fb1d48fe64961f49898629aa023,"The e-COGNOS IST ist project has been developing an ontology-enabled and web-based KM solution targeting the needs of the construction industry. This paper describes the work related to the development of the aforementioned ontology, including the design and implementation of the e-COGNOS ontology Server (e-COSer) as well as the end users' vision about ontology-related matters. Even if on the one hand they do not want to see the ontology, they do still require richer (semantically speaking) possible results for their queries which in the context of e-COGNOS rest entirely on the ontology's shoulders. The e-COGNOS experience brings some insights about possible ways to prove the benefits of an ontology as part of a KM solution. This paper shares the e-COGNOS experience, points out the major problems detected and the solutions adopted, highlights the open points and emphasizes future paths in the development of both the ontology and e-COSer.",,Computational methods; Iterative methods; Linguistics; Logic design; Project management; Semantics; World Wide Web; XML; Ontology; Taxonomy; Software engineering,Conference Paper
267,"Dolenc M., Katranuschkov P., Gehre A., Kurowski K., Turk Ž.",The inteligrid platform for virtual organisations Interoperability,2007,Electronic Journal of Information Technology in Construction,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35948964818&partnerID=40&md5=76a0ea5224a6512ecbe521f9d5b56754,"The EU project InteliGrid (2004-2007) combined and extended the state-of-the-art research and technologies in the areas of semantic interoperability, virtual organisations and grid technology to provide diverse engineering industries with a platform prototype with flexible, secure, robust, interoperable, pay-perdemand access to information, communication and processing infrastructure. This paper presents some of the key findings and developments related to the semantic grid architecture for virtual organisations and primarily distributed engineering in construction. After a general introduction to the overall vision of the InteliGrid project, the paper presents key identified user roles in the system as well as top end user requirements. This is followed by a description of the system architecture including conceptual, service frameworks and key developed components that the system offers. The paper concludes with a description of an integrated demonstration from the architecture, engineering and construction sector that has been the basis for requirements and validation of the results.",Engineering collaboration; InteliGrid; Interoperability; Ontologies; Semantic grid; Service oriented architecture; Virtual organisation,Architectural design; Construction industry; Interoperability; Ontology; Robust control; Semantic Web; Societies and institutions; Virtual reality; Engineering collaboration; InteliGrid; Semantic grid; Service oriented architecture; Virtual organizations; Project management,Article
149,"Luggo A.D., Scandurra S.",The knowledge of the architectural heritage in hbim systems from the discrete model to the parametric model,2016,DISEGNARECON,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021704289&partnerID=40&md5=8008a59aaf5266cac506043e48e69baf,"The application of BIM to architectural heritage and therefore the parameterization of its ele-ments show a certain complexity, because the historical built environment must be subject to systematic readings, in order to detect an information system based on ontologically defined elements, which must be associated with data able to document their material, historical and constructive peculiarities. With reference to a case study, this paper examines some theoretical implications and operational procedures concerning the transition from discrete three-dimensional model of point clouds to a parametric model. © 2016 University of L'Aquila, Department of Civil Construction, Building and Architecture, Environmental Engineering. All rights reserved.",Architectural heritage; BIM; Hbim; Modeling; Ontology,,Article
88,"Mamoutova O.V., Shirokova S.V., Uspenskij M.B., Loginova A.V.",The ontology-based approach to data storage systems technical diagnostics,2019,E3S Web of Conferences,10.1051/e3sconf/20199108018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064377488&doi=10.1051%2fe3sconf%2f20199108018&partnerID=40&md5=09139d6e1883e4844a2fe4515fdc298d,"Monitoring and diagnosing the state of data storage systems, as well as assessing reliability and troubleshooting, require a formalized health model. A comparative analysis of existing knowledge representation methods has shown that an ontological approach is well suited for this task. This paper introduces a machine-represented data storage reliability ontology with an expert health model as baseline data. Classes of the ontology include the key terms of the reliability domain. Stated requirements for data interpretation tools allow further processing of the ontology-based knowledge base. Described ontology-based diagnostic systems have shown their applicability in the case of data storage systems in the construction industry. © The Authors, published by EDP Sciences, 2019.",,Construction industry; Data mining; Economics; Knowledge based systems; Knowledge representation; Memory architecture; Ontology; Reliability; Comparative analysis; Data interpretation; Data storage systems; Diagnostic systems; Knowledge representation method; Ontological approach; Ontology-based knowledge base; Technical diagnostics; Digital storage,Conference Paper
131,"Arnold J.D.M., Lafreniere D.",The persistence of time: Vernacular preservation of the postindustrial landscape,2017,Change Over Time,10.1353/cot.2017.0006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042043762&doi=10.1353%2fcot.2017.0006&partnerID=40&md5=e5403fa1a6acab8f6d3aa7accd5ec0ae,"Formal historic preservation is a professional and sanctioned approach to the conservation of our historically significant built cultural heritage. Postindustrial landscapes are, by definition, functionally and materially obsolete, and in many cases derelict and decaying. While they hold historical significance, these sites are often not widely perceived as valuable contributors to our heritage. Yet these landscapes persist. We argue that the material persistence of these features is the result of generally unrecognized processes of informal material conservation. In this paper, we outline a new framework, vernacular preservation, an ontology for heritage professionals to use in considering how to approach and recognize nonformal interventions that result in the protection of heritage resources. Here, we use the postindustrial landscape of Michigan's Keweenaw Peninsula-a former copper-mining district- to illustrate how vernacular preservation differs from formal historic preservation, reviewing the process of vernacular preservation and how it is activated in practice. Vernacular preservation constitutes perhaps the most traditional, common, and widespread mechanism of material conservation of the historical built environment yet has been largely invisible, little discussed, and undertheorized by the heritage preservation community. Understanding this preservation process begins by acknowledging its existence and by extending the heritage dialogue to include these underrepresented historical properties and their important role in defining postindustrial landscapes. We conclude the paper with a discussion on how this novel approach to thinking about preservation extends broadly to the field and should be given greater attention. © 2017 University of Pennsylvania Press. All Rights Reserved.",,,Review
