,Authors,Article Title,Document Type,Author Keywords,Abstract,DOI,DOI Link
196,"Patraucean, V; Armeni, I; Nahangi, M; Yeung, JM; Brilakis, I; Haas, C",State of research in automatic as-built modelling,Article,,"Building Information Models (BIMs) are becoming the official standard in the construction industry for encoding, reusing, and exchanging information about structural assets. Automatically generating such representations for existing assets stirs up the interest of various industrial, academic, and governmental parties, as it is expected to have a high economic impact. The purpose of this paper is to provide a general overview of the as-built modelling process, with focus on the geometric modelling side. Relevant works from the Computer Vision, Geometry Processing, and Civil Engineering communities are presented and compared in terms of their potential to lead to automatic as-built modelling. Crown Copyright (C) 2015 Published by Elsevier Ltd.",10.1016/j.aei.2015.01.001,0.0
76,"Waite, S; Cox, P; Tudor, T","Strategies for local authorities to achieve the EU 2020 50% recycling, reuse and composting target: A case study of England",Article,,"The revised Waste Framework Directive requires EU Member States to recycle 50% of their household waste by 2020. This study of 48 English authorities from five regions, between 2008/09 and 2012/13, analysed whether the national 50% target was likely to be achieved by 2020 and also investigated the main barriers and possible solutions for local authorities to attain 50% recycling. This study identified that England is unlikely to meet the EU target to reuse, recycle and compost 50% of its household waste by 2020. Key issues included central Government support and guidance, and difference in collection systems by high and low rate local authorities. Key recommendations including structural changes to the collection service including alternate weekly collection for dry recyclate and garden waste with a separate weekly collection of food waste, are suggested. Discussion on suggested amendments to the system of measurement are also included. (C) 2015 Elsevier B.V. All rights reserved.",10.1016/j.resconrec.2015.09.017,0.0
86,"Luo, J; Wang, Y; Zhu, L; Jiang, PP; He, YM; Hao, TT",Structural Features of China's Industrial Pollution Inequality: A Spatial-Temporal Distribution Perspective,Article,,"With growing concerns about the allocation inequality of environmental benefits and pollution, it is crucial to investigate whether a special characteristic of China's environmental inequality has emerged. The present study aims to elucidate the regional spatial features of industrial pollution inequality (IPI) (waste gas, wastewater, and solid waste measured by the Theil index separately) and their relevance to national territorial space planning strategies. Furthermore, we make a novel attempt to develop an integrated framework that employs a developed-Kaya identity with the Logarithmic Mean Divisia Index method to uncover the driving force of IPI disparities. We make use of the data published recently by the provincial panel of China, during the period 2000-2015. Based on this information, we found notable spatial-temporal heterogeneity in China's IPI, highly correlated to China's core national territorial space planning strategy, the T-shaped spatial development strategy. The empirical results support the structural features hypothesis in IPI for China. In particular, the Coastal Region has a great edge in industrial pollution equality. In most provinces in the Inland Corridor along the Yangtze River, the trend of IPI has been alleviated to some extent. However, provinces further inland that are off-side the two axes of T-shaped spatial development strategy have to respond to the two-fold challenge of the exacerbated trend in IPI both within and between the regions. Our findings also indicate that the effect of technological inequality is the main driving force for IPI in the earlier stage of development. However, effects of economic inequality together with that of economic structure inequality manifest in the middle or transition period and the economic inequality effect is the determinant in the later stage of development. Additionally, contributions of size effect and inequality effect are changeable over development process, economic inequality effect outweighs the economic size effect for IPI in more developed districts or districts in higher developing phases. These findings may help the government incorporate environmental equality goals into regional policies and contribute to the emerging literature on environmental inequality.",10.3389/fenvs.2022.846787,0.0
48,"Falgarone, H; Chevassus, N",Structural and functional analysis for assemblies,Proceedings Paper,,"This article presents a systemic method for designing assemblies. It is based on generic concepts such as modeling of assemblies using assembly nested graphs which reflect the product design breakdown, the interfaces between components. The proposed method enables to assess the product producibility and the robustness of the assembly process. It eases impact analysis following changes of modified product functions or features. A software tool, called GAIA, has been developed to support this method; based on a user-friendly interface. It enables specifying assemblies through interfaces and performing a functional and structural analysis of assemblies. Interoperable with the Digital Mock-up and Product Management Systems, it speeds up design changes and impact analysis. Finally, it is useful to grasp the design intents and to capitalize and reuse this design knowledge. The adoption of this advanced modeling technique in support of the engineering assembly process improves the quality of designed products and reduces the cost of change management, customization and fault rectification by solving assembly issues at the design stage.",10.1007/1-84628-210-1_7,0.0
8,"Kawaguchi, J; Morino, S; Sato, T; Ohara, K",Structural characteristics of CFT frames consisting of reusable members,Proceedings Paper,,"The purpose of this research is to develop new type of frames made of reusable members. The frame consists of three parts: circular CFT (concrete-filled tube) columns, wide flange steel beams and beam-to-column connections that are made of circular tube with wide flange shape brackets. These parts are all prefabricated in the shop. When we reuse the structural members of the frame, all members must be taken apart easily. For this reason, beams are connected to beam-to-column connection by high-strength bolts and splicing plates, and columns are just set into the tube of beam-to-column connection. The gap between two tubes (CFT column and beam-to-column connection) is filled by high strength mortar. In order to clarify the elastic-plastic characteristics of this frame, he T-shape frame models consisting of CFT column and beam-to-column connection were tested under the constant axial load and cyclic horizontal load.",,
60,"Butnar, I; Llop, M",Structural decomposition analysis and input-output subsystems: Changes in CO2 emissions of Spanish service sectors (2000-2005),Article,,"The analysis of gas emissions by an input-output subsystem approach provides detailed insight into pollution generation in an economy. Structural decomposition analysis, on the other hand, identifies the factors behind the changes in key variables over time. Extending the input-output subsystem model to account for the changes in these variables reveals the channels by which environmental burdens are caused and transmitted throughout the production system. In this paper we propose a decomposition of the changes in the components of CO2 emissions captured by an input-output subsystems representation. The empirical application is for the Spanish service sector, and the economic and environmental data are for years 2000 and 2005. Our results show that services increased their CO2 emissions mainly because of a rise in the emissions generated by non-services to cover the final demand for services. The decomposed effects show a decrease in CO2 emissions due to technological changes between 2000 and 2005 compensated by an increase in emissions caused by the rise in final demand of services. Finally, large asymmetries exist not only in the quantitative changes in the CO2 emissions of the various services but also in the decomposed effects of these changes. (C) 2011 Elsevier B.V. All rights reserved.",10.1016/j.ecolecon.2011.05.017,0.0
125,"Li, XL; Zhang, SS; Huang, R; Huang, B; Xu, CH; Kuang, BW",Structured modeling of heterogeneous CAM model based on process knowledge graph,Article,,"With the rapid development of customized production and globalization, a vast number of heterogeneous CAM models are generated and stored in enterprises, which contain lots of experts' knowledge and experience. Sharing and reusing these models is a favorable method to improve the NC process planning efficiency, and the structuralized representation of these heterogeneous CAM models is the precondition. In this paper, a structured heterogeneous CAM models based on process knowledge graph is presented. Firstly, the multilevel and multifactor process knowledge graph is constructed, which describes the CAD models and NC processes in a unified way to guide the data mapping and exchange. Then, the CAM system ontology is established to organize the inherent concepts/terms of heterogeneous CAM systems accurately and consistently. And the concept/semantic match between ontology model and process knowledge graph is achieved through the multistrategy ontology mapping. Finally, the implicit semantics is obtained through rule-based reasoning and the precision of match results is checked, which enriches and guarantees the unity of the process knowledge graph. A prototype system has been developed to verify the effectiveness of the proposed approach.",10.1007/s00170-018-1862-8,0.0
112,"Chandra, S; Dhayanidhi, J",Structuring the design process from phenomenological models to finite element analysis via knowledge engineering,Proceedings Paper,,"There have been number of attempts to develop computational processes to automate routine structural design with the use of rules or simple design procedures. The extensive use of computer aided design (CAD), finite element analysis (FEA) and product data management technologies (PDM) has radically changed the design process. We find that the design process can be structured into preliminary models (PM) which are driven in large part by phenomenological models and detailed FEA with possibilities of interoperability between both. We have found that PMs are cognitive models that can be regarded as object oriented, decomposable and runnable. Using IDEFO diagrams, we map the design process from preliminary modelling to FEA and discuss the use of STEP formats like AP203 and AP209. We argue that the use of feature based modelling from the preliminary stage provides interoperability and describe an architecture for creating repositories of design knowledge and data over the entire product life cycle. We illustrate this with the design of a vertical tail of an aircraft that uses the present web and database technologies for the routine design of a typical aerospace component integrating preliminary models and FEA.",,
21,"Kaya, DI; Dane, G; Pintossi, N; Koot, CAM",Subjective circularity performance analysis of adaptive heritage reuse practices in the Netherlands,Article,,"Adaptive reuse of built heritage is a driver for the circular economy. This paper examines Dutch adaptive reuse practices regarding their functional, operational and financial models, and assesses their circularity performance by evaluating cultural values preservation, circularity of reuse intervention, and outcomes from use. Primary data was collected through an online survey of stakeholders representing 53 cases. We employed Multiple Correspondence Analysis (MCA) to summarize the relationships among variables and Partial Least Square Structural Equation Model (PLS-SEM) analysis to assess the weights of the active variables and their causal relationships. We then conducted a factorial mapping and hierarchical cluster analysis to investigate further the correlations between certain characteristics, individual cases, and active circularity variables. The findings indicate that there has been a major trend towards more private sector involvement, stimulation for pro-active engagement of local actors, and better dialogue among stakeholders. In addition, stakeholders acknowledge that adaptive reuse strongly contributes to conserving cultural values. However, stakeholders only weakly recognize its correlation to the circularity framework in the limited context of the physical built environment. This study provides essential insights regarding emerging adaptive reuse trends and circularity performance, which can be further incorporated into circular economy strategies and roadmaps for the built environment. The framework established in this paper for analyzing circularity performance of adaptive reuse practices is transferable, and can be replicated in empirical studies worldwide.",10.1016/j.scs.2021.102869,0.0
225,"Eckert, CM; Keller, R; Earl, C; Clarkson, PJ","Supporting change processes in design: Complexity, prediction and reliability",Article; Proceedings Paper,,"Change to existing products is fundamental to design processes. New products are often designed through change or modification to existing products. Specific parts or subsystems are changed to similar ones whilst others are directly reused. Design by modification applies particularly to safety critical products where the reuse of existing working parts and subsystems can reduce cost and risk. However change is rarely a matter of just reusing or modifying parts. Changing one part can propagate through the entire design leading to costly rework or jeopardising the integrity of the whole product. This paper characterises product change based on studies in the aerospace and automotive industry and introduces tools to aid designers in understanding the potential effects of change. Two ways of supporting designers are described: probabilistic prediction of the effects of change and visualisation of change propagation through product connectivities. Change propagation has uncertainties which are amplified by the choices designers make in practice as they implement change. Change prediction and visualisation is discussed with reference to complexity in three areas of product development: the structural backcloth of connectivities in the existing product (and its processes), the descriptions of the product used in design and the actions taken to carry out changes. (C) 2006 Elsevier Ltd. All rights reserved.",10.1016/j.ress.2006.01.012,0.0
132,"Chettri, N; Gautam, D; Chikermane, S; Prakash, V; Vaghela, K",Sustainability assessment of Bhutanese vernacular wattle and daub houses,Article,,"The modern construction technologies mostly dependent on nonrenewable resources so impose grave challenge to the environment; thus, widespread concern can be found in terms of sustainability of modern construction materials. Earth technology is the ideal tool to tackle the global crisis of environmental degradation; however, such constructions are limited worldwide. Unlike other countries, Bhutan has a considerable fraction of wattle and daub houses. This study reports the construction technology of traditional wattle and daub houses in Bhutan and performs sustainability analysis. The conventional sustainability assessment framework is modified with three additional parameters. Furthermore, sustainability of brick and stone masonry constructions is compared with wattle and daub systems. The sum of findings highlights that wattle and daub houses are more sustainable solutions than other dominant structural forms in Bhutan.",10.1007/s41062-021-00576-z,0.0
69,"Navarro-Rubio, J; Pineda, P; Garcia-Martinez, A","Sustainability, prefabrication and building optimization under different durability and re-using scenarios: Potential of dry precast structural connections",Article,,"Eco-efficiency and building optimization potential of prefabricated structures to be used in new buildings are studied, focusing on the analysis of a novel dry precast beam-column connection under different durability and re-using scenarios. The analyses include structural response (via numerical models), optimization potential (material take off, building schedule and economic cost) and environmental impact (via Life Cycle Assessment, LCA). The connection is applied to a case study which is representative of common buildings: a seven-story concrete structure with frames and deck slabs. The structural response of the connection accomplishes the Eurocode safety prescriptions. Man-hours and task duration decrease around 80%, and the global schedule undergoes 60% diminution. Focusing on economic issues, when the prefabricated structural elements are reused the accumulated economic cost significantly decreases. LCA shows that durability, in terms of service life, is directly related to the environmental impact. However, other design options, such us re-using, have less repercussion in the impact categories (i.e. Global Warming Potential and Embodied Energy), and in the global cost. Results from this research could contribute to the implementation of prefabricated elements in the building stock promoting eco-efficiency.",10.1016/j.scs.2018.10.045,0.0
23,"Danatzko, JM; Sezen, H",Sustainable Structural Design Methodologies,Article,,"Modern society is demanding that the use of energy associated with construction and operation of structures be investigated during the planning and design phases. The engineering community has been striving to design more sustainable buildings in an attempt to reduce both raw material requirements and energy use during all phases of design. Structural engineers currently have very limited guidance on how to incorporate sustainability concepts in their designs. Innovative methods are needed to address the environmental impact, energy use, and other sustainability issues faced during planning and design of buildings. This paper investigates and discusses five sustainable structural design methodologies: Minimizing Material Use, Minimizing Material Production Energy, Minimizing Embodied Energy, Life-Cycle Analysis/Inventory/Assessment, and Maximizing Structural System Reuse. The goal of this paper is to describe and address issues associated with the proposed design methodologies to determine which, if any, can produce the most sustainable structural designs. It was determined that no single methodology can address all the issues surrounding sustainable structural design. Also, it was determined that combinations of two or more methodologies may increase the ability of design professionals to produce more sustainable designs. (c) 2011 American Society of Civil Engineers.",10.1061/(ASCE)SC.1943-5576.0000095,0.0
82,"Feldkamp, F; Heinrich, M; Meyer-Gramann, KD",SyDeR - System design for reusability,Article,,"A fixed set of components with a fixed set of properties is often regarded as a defining characteristic of configuration design problems. In configuration design for larger and more complex systems (e.g., street cars), however, this often is not really true. The reason is that sometimes the component library offers no component that meets the actual requirements, so that a new component has to be added to the library. In general, configuration design for larger products must be interactive: interactive in the sense that the user controls the configuration process and in the sense that the phases of knowledge acquisition and configuration are partly mixed. This paper describes a method and a corresponding software tool (SyDeR, System Design for Reusability) that support the interactive configuration design of complex products, especially in the tendering phase. It combines three different technologies: structural modeling of technical systems; a library for technical solutions, which is based upon taxonomies and allows the reuse of the technical solutions; constraint techniques to propagate design decisions and check designs for consistency to support interactive configuration design. This paper gives an overview of the functionality of the SyDeR tool and describes the main ideas behind the modeling language, which is especially oriented towards the requirements of system design problems. It also explains how we integrated structural modeling, taxonomies, and advanced constraint reasoning techniques into real-world applications.",10.1017/S0890060498124095,0.0
159,"Guan, CJ; Tao, Y; Chen, S; Zhu, J; Gao, XY",Synthesis of glass fiber sphere using waste printed circuit board to support MIL-100(Fe) for dye adsorption in water,Article,,"Glass fiber sphere (GFS), used as support of MIL-100(Fe) to treat dye wastewater, was successfully synthesized using glass fibers from waste printed circuit board. Structural and textural features of MIL-100(Fe) supported by GFS (GFS/MIL-100(Fe)) were characterized by different techniques. GFS/MIL-100(Fe) showed higher specific surface area and better rhodamine B (RHB) removal performance as well as reusability. RHB removal percentage by GFS/MIL-100(Fe) reached 92% in 11 h, compared with 79% in 7 h of MIL-100(Fe). The highest RHB removal rate was obtained with the GFS/MIL-100(Fe) concentration of 20 g/L. Increasing RHB concentration over 100 mg/L reduced the time needed for saturated adsorption from 11 to 7 h. The best RHB removal performance of GFS/MIL-100(Fe) was obtained at pH = 3, and the removal percentage was almost the same in the pH range 5-11. The adsorption data fitted the pseudo-second-order kinetics better than the pseudo-first-order kinetics, and the adsorption isotherm data fitted Langmuir model better than Freundlich model. MIL-100(Fe) synthesized in organic solvents showed higher loading rate than that obtained in water. GFS/MIL-100(Fe) also showed promising removal performances for methylene blue, acid orange 7, and malachite green in water. The removal percentage of RHB was still 80% even after being used for 3 times. The results of this study indicate the prospect of synthesizing GFS with glass fibers from waste printed circuit boards and its use as the support of MIL-100(Fe).",10.1007/s11356-021-13814-9,0.0
202,"Peng, QJ; Hosseinpour, A; Gu, PH; Fan, Z",TOOLS FOR SUSTAINABLE PRODUCT DESIGN: REVIEW AND EXPECTATION,Proceedings Paper,,"Sustainable product design plans the entire life cycle of a product from its raw material selection, conceptual and structural formation, manufacturing processing, and usage to its end-of-life, reuse, and recycle. The product design needs the sustainable knowledge and proper tools. Current computer-aided design systems are insufficient to represent complex relationships of product functions, structures and life cycle options. It is required for design tools to support product life cycle planning with multi-objective optimal solutions. In this paper, our experience in design of a wheelchair is used as an example to discuss the need of design tools. The aim is to define ideal tools for design of sustainable products.",,
150,"Kirschke, P; Sietko, D",The Function and Potential of Innovative Reinforced Concrete Prefabrication Technologies in Achieving Residential Construction Goals in Germany and Poland,Article,,"This paper presents the role and potential of housing built using innovative reinforced concrete prefabrication technologies. The subject was presented by investigating the share of such buildings in the achievement of housing goals in Germany and Poland, where they currently constitute one of the most dynamically developing housing sector branches. The phenomenon has been presented via comparative analyses of selected designs by manufacturers from the sector and development companies. Prefabrication is essentially based on optimising architectural and structural solutions and leads to lowering financial and material cost; decreasing project completion time. At present, these goals are achieved by systematising the design and construction process and using the potential offered by building information modelling technology (BIM). This enables coordination between design specialisations and reduces the number of errors, increasing manufacturing and assembly efficiency. Innovative prefabricated technologies are solutions that are either new or are considerably improved in terms of technical specifications, components and materials, that use the latest software, are easy to assemble, durable, energy efficient, can be disassembled and reused and have a low carbon footprint and can be considered aesthetically pleasing. Contemporary prefabricated housing architecture is a combination of innovative technological solutions that enables constructing sustainable architecture and emphasizes the aesthetic features of structural solutions and solutions.",10.3390/buildings11110533,0.0
232,"Passoni, C; Palumbo, E; Pinho, R; Marini, A",The LCT Challenge: Defining New Design Objectives to Increase the Sustainability of Building Retrofit Interventions,Article,,"The decarbonization of the construction sector, which is one of the most impactful sectors worldwide, requires a significant paradigm shift from a linear economy to a circular, future-proofed and sustainable economy. In this transition, the role of designers and structural engineers becomes pivotal, and new design objectives and principles inspired by Life Cycle Thinking (LCT) should be defined and included from the early stages of the design process to allow for a truly sustainable renovation of the built environment. In this paper, an overview of LCT-based objectives and principles is provided, critically analyzing the current state of the art of sustainability and circularity in the construction sector. The effectiveness of applying such design principles from the early stages of the design of retrofit interventions is then demonstrated with reference to a case study building. Four seismic retrofit alternatives made of timber, steel and concrete, conceived according to either LCT principles or traditional, were designed and compared to a demolition and reconstruction scenario on the basis of five common environmental impact indicators. The indicators were calculated adopting simplified LCA analyses based on Environmental Product Declarations (EPDs), considering the product and End of Life stages of the building. The results of the comparative analyses confirm that LCT-based retrofit solutions are less impactful than both the traditional seismic retrofit interventions and the demolition and reconstruction scenario.",10.3390/su14148860,0.0
130,"Duan, HB; Jia, WF; Li, JH",The Recycling of Comminuted Glass-Fiber-Reinforced Resin from Electronic Waste,Article,,"The reuse of comminuted glass-fiber-reinforced resin with various granularities gathered from printed circuit manufacturing residues was investigated. As fillers, these residues were converted into polymeric composite board by an extrusion and injection process using polypropylene as a bonding agent. The mechanical properties of the reproduced composite board were examined by considering the effects of mass fraction and glass-fiber distribution. Interfacial-layer micrograph analysis of the composite material fracture surface was used to study the fiber reinforcement mechanism. Results showed that using comminuted glass-fiber-reinforced resin as a filler material greatly enhanced the performance properties of the composite board. Although the length and diameter of filler varied, these variations had no appreciable effect on the mechanical properties of the processed board. Maximum values of 48.30 MPa for flexural strength, 31.34 MPa for tensile strength, and 31.34 J/m for impact strength were achieved from a composite board containing mass fractions of 30, 10, and 20% glass-fiber-reinforced resin waste, respectively. It was found that the maximum amount of recyclate that could be added to a composite board was 30% of weight. Beyond these percentages, the materials blend became unmanageable and the mixture less amenable to impregnation with fiber. Presented studies indicated that comminuted glass-fiber-reinforced resin waste-filled polypropylene composites are promising candidates for structural applications where high stiffness and fracture resistance are required.",10.3155/1047-3289.60.5.532,0.0
72,"Cho, S; Na, S",The Reduction of CO2 Emissions by Application of High- Strength Reinforcing Bars to Three Different Structural Systems in South Korea,Article,,"The architecture, engineering, and construction (AEC) industry consume approximately 23% of the national energy annually, and are considered among the highest energy consuming industries. Recently, several studies have focused on establishing strategies to reduce the emissions of carbon dioxide in the AEC industry by utilisation of low-carbon materials, material reuse, recycling and minimal usage; selection of an optimal structural system and structural optimisation; and optimisation of construction operations. While several studies examined material selection and replacement in concrete, there is a paucity of studies investigating the replacement and implementation of high-strength re-bars to lower the carbon dioxide emissions in buildings. To fill this research gap, the purpose of this study involves calculating the emissions of carbon dioxide by applying high-strength reinforcement bars in three different types of buildings. The input-output analysis method was adopted to compute the emissions of carbon dioxide by using the yield strength and size. This study showed that the application of the high-strength re-bars is beneficial in reducing the input amount of materials, although the quantity of reinforcing bars on the development and splice increased. Furthermore, the application of high-strength deformed bars is also advantageous as a means of carbon dioxide reduction in the studied structural systems. In this study, the CO2 emissions of three different structural systems indicated that implementing SD500 re-bars is the most effective method to reduce carbon dioxide emissions.",10.3390/su9091652,0.0
237,"Zhao, HY; Guo, WM",The comprehensive utilization of building material waste based on the green building system,Proceedings Paper,,"Building material waste output in China is huge while the recycled rate is very low. How to reduce the generation of material waste has become an urgent problem. In this paper, different methods of reusing the material waste have been compared. According to the present situation of the construction industry, the principle of direct reuse should be put forward, and the whole process optimization of the building construction, deconstruction and demolition should also be enhanced. Some cases of the material mixed design were analyzed. Finally, this article proposed to develop design concepts with the rules of 3R, and to promote institutional environment construction. Only in this way can the maximum effect of waste utilization be realized.",,
122,"Zhang, XY; Wang, SD; Ling, L; Hou, GY; Leng, SW; Ma, N; Qiu, MT; Li, X; Guo, XJ",The distribution and structural fingerprints of metals from particulate matters (PM) deposited in human lungs,Article,,"This work investigated the distribution and chemical fingerprints of 24 metals in particulate matter (PM) deposited in nonoccupational human lungs. Metals in the pulmonary PM can be grouped by the mean concentration as > 5 x 10(3) mu g/g (Al/Fe/Ca/Mg/Zn), 1-5 x 10(3) mu g/g (Ti/Ba/Pb/Mn), 0.2-1 x 10(3) mu g/g (Cu/Cr/As/V) and < 100 mu g/g (Ni/Sn/Cd/Sb). Three parameters (LFL, LR, EFP) were defined to predict different metal leaching behaviors. The leaching factor (LFL) of metals was 10-60 for Pb/Sb/Cd/Co/Cu and decreased to 1-2 for Ni/Cr/ Mg/Al/Fe. Metals showed a divergent extent of lung retention (LR), including high retention (LR > 10, Al/Cd/Cr/ Ba/Ni/Ti/Sn/V/Sb), moderate retention (2",10.1016/j.ecoenv.2022.113324,0.0
258,"Garcia-Molla, M; Ortega-Reig, M; Sanchis-Ibor, C; Avella-Reus, L",The effects of irrigation modernization on the cost recovery of water in the Valencia Region (Spain),Article,,"The modernization of the irrigation systems has been the main strategy followed by the regional administration of the Valencia Region to cope with the structural water deficit of the region, which has been particularly severe during the last three decades. These policies have been oriented to the substitution of gravity irrigation systems for drip technology. The technological change has involved an important investment effort, developed by different public administrations and also the farmers and water users' associations (WUAs). This transformation, has also involved a change in the structure of costs of the WUAs. This paper analyzes the changes in costs and tariffs of irrigation after the important investments made in the modernization of irrigation. The effects of subsidies on the percentage of the cost recovery in the services of water for irrigation are also considered. All of them have developed modernization projects in the recent years. It can be concluded that conflict between two objectives proposed by the Water Framework Directive may exist. On the one hand, significant reductions of water supply are observed; meanwhile, on the other hand, the cost recovery percentage diminishes significantly.",10.2166/ws.2013.215,0.0
47,"Gorgolewski, M",The implications of reuse and recycling for the design of steel buildings,Article,,"There is an increasing interest in reuse and recycling in the Canadian construction industry. This. interest is driven partly by the recent adoption in Canada of the Leadership in Energy and Environmental Design (LEED (R)) Green Building Rating System and partly by a greater general awareness of environmental issues. Designers are beginning to look at how to incorporate reused steel components into construction projects, thereby reducing greenhouse gas emissions by saving on primary steel production. However, although some designers are willing to redesign their projects to make use of available reclaimed structural steel components, it is often difficult to identify suitable materials in the local area at the appropriate time in the life of a project. A limiting factor is that designers, construction companies, and others perceive a lack of a well-established and easily available mechanism for exchange of reclaimed components. This paper reviews the issues that are relevant to increasing recycling and reuse in construction and focuses on examples that illustrate the benefits that steel can bring to sustainable construction. In particular, it discusses the issues relevant to designing to enable future disassembly and the way in which steel components can be readily reused.",10.1139/L06-006,0.0
81,"Busby, JS",The problem with design reuse: An investigation into outcomes and antecedents,Article,,"An exploratory study of the difficulties of design reuse has been conducted in two design organisations. The study involved building simple causal networks to explain each of 171 cases of problematic reuse described in unstructured interviews with 50 designers and design managers. Most reuse problems concerned transfer that was inhibited in some way, although error and unexpected effort in the reuse process was also a significant outcome. Many of the causes lying behind these problems were local (such as unprecedented client requirements). But many were more general and structural. For instance, reuse was often precluded by differences in preference among designers, or among clients, and these differences appeared to arise from reinforcing feedback effects, which in turn arose from limitations of human inference-like insensitivity to sampling variability and confirmation bias. Reuse was also precluded by engineering problems, such as the combinatorial properties of constraints, which meant, in some instances, component designs could almost never be transferred between applications without extensive modification. In almost all cases, reuse was made problematic by a combination of factors ranging across several categories. Designers' motivations to innovate, for instance, only inhibited reuse because the environment they worked in led them to expect that existing designs would be deficient, and because they had different preferences from the original designer.",10.1080/095448299261335,0.0
0,"Yeung, J; Walbridge, S; Haas, C",The role of geometric characterization in supporting structural steel reuse decisions,Article,,"Reuse of structural steel can be more attractive than recycling in many cases, if associated costs and risks are lowered, and if externalities are considered. Geometric characterization is demonstrated in this article to have a key role to play in the decision process for each case of potential steel reuse, because it is necessary for identifying unknown in situ member sizes and assembly geometries, and for quantifying uncertainty when assessing the reliability of a structure. Without automation of this analysis, it is speculated that such a detailed decision making process would not be feasible. The key role of geometric characterization is demonstrated in this article through a series of remote, 3D imaging experiments and reliability analyses. The reliability analysis demonstrated that automated geometric identification using an algorithm developed for the current study results in a 56% reduction in capacity when compared to similar new steel members. Alternatively, more manual methods of remote geometry detection resulted in only a 2% reduction in capacity. It is concluded that semi-automated geometric characterization has the potential to support increased steel reuse through reduced identification costs and improved reliability. A new set of methods and an understanding of their utility in making reuse more attractive through reduced costs and improved reliability is thus contributed. (C) 2015 Elsevier B.V. All rights reserved.",10.1016/j.resconrec.2015.08.017,0.0
74,"Johannes, K; Voordijk, JT; Adriaanse, AM",The use of BIM for deconstruction and reuse: literature review and future needs,Proceedings Paper,,"Reduction of virgin materials use by the construction industry has high priority and can be achieved by reusing structural and non-structural building components from existing buildings. The high value reuse of building components has not been adopted yet on a large scale because of several reasons, one of them being poor building information management. Therefore, this paper investigates the role of building information modeling (BIM) for that purpose. Based on a review of literature, a preliminary decision making framework is proposed that will be elaborated in the nearby future. The literature review revealed that the use of BIM in combination with other digital technologies looks promising, but that additional research is needed into the governance related aspects of BIM.",,
15,"Iacovidou, E; Purnell, P; Lim, MK",The use of smart technologies in enabling construction components reuse: A viable method or a problem creating solution?,Article; Proceedings Paper,,"The exploitation of Radio Frequency Identification (RFID) for tracking and archiving the properties of structural construction components could be a potentially innovative disruption for the construction sector. This is because RFID can stimulate the reuse of construction components and reduce their wastage, hence addressing sustainability issues in the construction sector. To test the plausibility of that idea, this study explores the potential pre-conditions for RFID to facilitate construction components reuse, and develops a guidance for promoting their redistribution back to the supply chain. It also looks at how integrating RFID with Building Information Modelling (BIM) can possibly be a valuable extension of its capabilities, providing the opportunity for tracked components to be incorporated into new structures in an informed, sound way. A preliminary assessment of the strengths, weaknesses, opportunities and threats of the RFID technology is presented in order to depict its current and future potential in promoting construction components' sustainable lifecycle management, while emphasis has been laid on capturing their technical, environmental, economic and social value. Findings suggest that the collection of the right amount of information at the design-construction-deconstruction-reuse-disposal stage is crucial for RFID to become a successful innovation in the construction sector. Although a number of limitations related to the technical operability and recycling of RFID tags seem to currently hinder its uptake for structural components' lifecycle management, future technological innovations could provide solutions that would enable it to become a mainstream practice. Taken together these proposals advocate that the use of RFID and its integration with BIM can create the right environment for the development of new business models focused on sustainable resource management. These models may then unlock multiple values that are otherwise dissipated in the system. If the rapid technological development of RFID capability can be allied to policy interventions that control and manage its uptake along the supply chain, the sustainable lifecycle management of construction components could be radically enhanced. (C) 2017 The Authors. Published by Elsevier Ltd.",10.1016/j.jenvman.2017.04.093,0.0
161,"Kristiansen, AB; Zhao, BY; Ma, T; Wang, RZ",The viability of solar photovoltaic powered off-grid Zero Energy Buildings based on a container home,Article,,"With strongly decreasing prices of photovoltaics (PV) and battery storage in the past decade, together with incentives for modular construction in China, shipping containers have been suggested as suitable building modules. Transportable modules will ease the process of returning the modules to the factory for reuse and recycling of structural steel at the end of their lifetime. A previous comparison between the proposed case studies has shown that the off-grid case can reduce the global warming potential by 76% in Shanghai when compared to a business-as-usual scenario. Generally, there is only a limited number of studies of container buildings with a simulation of the annual energy need in the literature. Particularly there is a lack of studies of residential buildings designed for off-grid operation. This study expands a previous study of the case buildings by improved control strategies in TRNSYS to reduce the required PV capacity and thereby the embodied emissions. For instance, thermal storage has been included to reduce the amount of dumped energy. Also, ventilation and indoor temperature have been controlled based on ambient temperature, state of charge, day, and time. In cold climates, Photovoltaic thermal (PVT), floor heating, and a generator have been added to increase the heating load. The results show that providing thermal comfort in the heating season is the main challenge, both because of the lower coefficient of performance for the heat pump and due to the lower PV generation. According to the predicted effects of climate change, the energy need for space heating is predicted to be reduced by on average 23% towards 2050 for the five climate zones in China which are considered, which would make it easier to provide thermal comfort. The current study helps to provide a reference to lower the costs for planning and improve the quality. The study is significant because China, who account for about 50% of new construction globally, is targeting to increase its prefabricated construction by 30% within ten years. (c) 2020 Elsevier Ltd. All rights reserved.",10.1016/j.jclepro.2020.125312,0.0
