,Unnamed: 0.1,Unnamed: 0,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Use in Thesis,Priority,Use for Thesis,index
0,,,I53XC26F,thesis,2017.0,"Nahar, Ahmed",Applying graph theory concepts for analyzing BIM models based on IFC standards,,,,,,"Labeled property graph models are a suitable way for representing and describing the vast amount of information inside Building Information Models (BIMs). Where graph models can be automatically generated based on data extracted from Industry Foundation Classes (IFC) models. The aim of this master thesis is to study the potential of using graph databases and the concepts of graph theory to manage, visualize and analyze the information inside BIMs. This can be done through for example through applying data retrieval queries, applying pathfinding algorithms and analyzing the complex relationships between the BIM model entities. The IFC data model is used in the present study to build the graph database; therefore, a brief background on IFC data schema architecture is presented to build-up basic understanding on how IFC models are encoded. This is followed by an introduction to graph theory concepts and graph databases, with the aim to investigate the capabilities of graph models in representing complex and rich datasets such as BIM models. The research proposes a generic approach to create two kinds of graph models: (1) IFC Meta Graph (IMG) model based on the IFC EXPRESS schema and (2) IFC Objects Graph (IOG) model based on STEP physical file format. The IFC EXPRESS schema is used as data source to generate the IMG model to graphically represent the IFC classes and the relationships. The IMG model expresses the classes and their attributes as nodes, and the relationships between them as edges. While, the IFC objects model files are used to build the IOG models, where IFC data are extracted through an IFC data model server and then imported into graph database management system (www.neo4j.com). In both cases of graph modeling, there is a need for a third-party system to enable the data transmission process from the IFC schema/models to Neo4j database. Therefore, the IFC data model server www.ifcwebserver.org has been used to generate the graph query statements scripts and extract the IFC data in form of comma-separated values (CSV) data files for exportation into the Neo4j graph database. This is following by application of graph queries and filters to visualize and analyze building information and to explore the capabilities of graph database in answering realistic questions in building projects particularly. And secondly, to provide a tool for a comparison study of different IFC standard releases or different IFC model versions, when a single graph database is used to storage various IFC models. Finally, the graph model is used for indoor navigation applications in buildings using spatial and geometric information extracted from the IFC model.",2017,2022-11-23 14:22:46,2022-11-27 12:11:17,,,,,,,,,,,,,,,,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/YAXFT2VS/Masterarbeit_Ahmed_Nahar_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Understanding of IFC and Graph-Databases / Graph-Theory. Also look at 'using spatial and geographical information' - how to locate objects in buildings,61.0
1,,,YIJ6W8KI,journalArticle,2021.0,"Honic, Meliha; Kovacic, Iva; Aschenbrenner, Philipp; Ragossnig, Arne",Material Passports for the end-of-life stage of buildings: Challenges and potentials,Journal of Cleaner Production,,09596526,10.1016/j.jclepro.2021.128702,https://linkinghub.elsevier.com/retrieve/pii/S0959652621029012,"Concerns about the increasing global consumption of non-renewable resources as well as shortages of primary raw materials and reduction of space available for final disposal of waste are raising important issues for the society. Additionally, the unsustainable treatment of resources belongs to the main concerns of the EU, resulting in the development of strategies for maximizing recycling rates in order to minimize environmental impacts and energy consumption caused by extraction of primary materials.",2021-10,2022-10-09 10:22:52,2022-10-09 10:22:52,2022-10-09 10:22:52,128702,,,319,,Journal of Cleaner Production,Material Passports for the end-of-life stage of buildings,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/F7ZAK68P/Honic et al. - 2021 - Material Passports for the end-of-life stage of bu.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Look at conclusion, otherwise discard",62.0
2,,,X5L2QA5S,book,2019.0,"Heinrich, Matthias; Lang, Werner",Materials passports - best practice,,978-3-941370-96-8,,,,No Abstract,2019,2022-10-30 16:51:54,2022-10-30 16:54:20,,,,,,,,,,,,,"Technische Universität München, Fakultät für Architektur",München,en,,,,,Open WorldCat,,OCLC: 1204403657,,/Users/leonhardschonfelder/Zotero/storage/XSFDG98B/Heinrich und Lang - 2019 - Materials passports - best practice.pdf,,BAMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,tbd,63.0
3,,,XF9PF8TN,journalArticle,2020.0,"Luscuere, Lars; Zanatta, Rafaela; Mulhall, Douglas; Boström, Jan; Elfström, Lisa",Report development: EPEA Nederland BV and SundaHus i Linköping AB,,,,,,No Abstract,2020,2022-10-30 16:51:57,2022-10-30 16:54:14,,50,,,,,,,,,,,,,en,,,,,Zotero,,,,/Users/leonhardschonfelder/Zotero/storage/X7TV4P2B/Luscuere et al. - 2020 - Report development EPEA Nederland BV and SundaHus.pdf,,BAMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,tbd,64.0
4,,,V4N8FSEP,journalArticle,2018.0,"Ostermeyer, York; Nägeli, Claudio; Heeren, Niko; Wallbaum, Holger",Building Inventory and Refurbishment Scenario Database Development for Switzerland: Building Inventory and Refurbishment Database,Journal of Industrial Ecology,,10881980,10.1111/jiec.12616,https://onlinelibrary.wiley.com/doi/10.1111/jiec.12616,No Abstract,2018-08,2022-11-08 16:47:38,2022-11-08 16:47:38,2022-11-08 16:47:38,629-642,,4.0,22,,Journal of Industrial Ecology,Building Inventory and Refurbishment Scenario Database Development for Switzerland,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/ICV82R4G/J of Industrial Ecology - 2017 - Ostermeyer - Building Inventory and Refurbishment Scenario Database Development for.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,tbd,65.0
5,,,TVBKD4I5,journalArticle,2017.0,"Luscuere, Lars Marten",Materials Passports: Optimising value recovery from materials,Proceedings of the Institution of Civil Engineers - Waste and Resource Management,,"1747-6526, 1747-6534",10.1680/jwarm.16.00016,https://www.icevirtuallibrary.com/doi/10.1680/jwarm.16.00016,"To understand the circular value potential of materials, products and systems, one requires a reliable set of information. Materials Passports aim to provide this information. This paper explores the need for passports as well as their goals and functions. The types of information a Materials Passports should be able to contain are discussed, and how they relate to existing tools in the marketplace. The focus of Materials Passports on putting the Circular Economy into practice by value creation through recovery and how this encourages innovation is described.",2017-02,2022-11-10 14:01:25,2022-11-10 14:01:25,2022-11-10 14:01:25,25-28,,1.0,170,,Proceedings of the Institution of Civil Engineers - Waste and Resource Management,Materials Passports,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/K5M9B654/Luscuere - 2017 - Materials Passports Optimising value recovery fro.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Overview MPs, look at conclusion, otherwise discard",66.0
6,,,QQVXQXZI,conferencePaper,2021.0,"Kedir, Firehiwot; Bucher, David F.; Hall, Daniel M.",A Proposed Material Passport Ontology to Enable Circularity for Industrialized Construction,,,,10.35490/EC3.2021.159,https://ec-3.org/publications/conference/paper/?id=EC32021_159,"There is a need to collect, store, and share product data to enable circularity in industrialized construction supply chains. To do this, the concept of a Material Passport (MP) has been proposed, but exactly how MPs should be created and managed is less understood, especially in consideration of industrialized construction product platforms. This paper proposes a knowledge and process representation framework called the Material Passport Ontology (MPO). The MPO outlines key components of MPs and their interrelationships. Finally, the paper discusses several implementation challenges and possibilities.",2021-07-26,2022-11-10 14:01:29,2022-11-10 14:01:30,2022-11-10 14:01:29,91-98,,,,,,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/RSIR58YY/Kedir et al. - 2021 - A Proposed Material Passport Ontology to Enable Ci.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 European Conference on Computing in Construction,,,,,,,,,,,,,,,,,2,Ontologies and Material Passports,67.0
7,,,7Y8EYNSN,journalArticle,2016.0,"Luscuere, Lars","Materials Passports: Providing Insights in the Circularity of Materials, Products and Systems - Lars Luscuere",,,,,,No Abstract,2016,2022-11-10 14:01:33,2022-11-10 14:01:33,,4,,,,,,,,,,,,,en,,,,,Zotero,,,,/Users/leonhardschonfelder/Zotero/storage/J5ADSCDJ/Luscuere - 2016 - Materials Passports Providing Insights in the Cir.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,tbd,68.0
8,,,G6QSSJYT,document,,,Orms - Material Passports,,,,,,No Abstract,,2022-11-23 08:57:37,2022-11-23 08:59:46,,,,,,,,,,,,,ORMS,,,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/8JIC2T7C/Orms-Materials-Passports_flipbook-correct-QR.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,tbd,69.0
9,,,8PYCUZN5,document,,,MP_Madaster.pdf,,,,,,No Abstract,,2022-11-23 15:37:16,2022-11-23 15:37:16,,,,,,,,,,,,,,,,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/EA64ETCY/MP_Madaster.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,tbd,70.0
10,,,589IGC8Z,document,,,Product Circularity Data Sheet (PCDS),,,,,,Circularity Dataset Standardization – An initiative of the Ministry of the Economy of Luxembourg,,2022-11-23 15:37:17,2022-11-27 12:29:04,,,,,,,,,,,,,Ministry of the Economy of Luxembourg,,,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/48MBJGEK/MP_Lux.PCDS.pdf,,Material passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,tbd,71.0
11,,,4URPP4NL,document,,,Framework for Material Passports - Extract from an internal BAMB Report - MPP,,,,,,"The framework for materials passports (MP) described in this report provides a basis for BAMB MP and supports development, prototyping, and constant improvement of the passports and the enabling materials passports platform (MPP). The framework for materials passports includes contributions of BAMB partners and was mainly developed by EPEA and SundaHus. Components In order to understand how the framework fits together, brief descriptions of its main components are provided below: Materials passports (MP) are (digital) sets of data describing defined characteristics of materials and components in products and systems that give them value for present use, recovery, and reuse. Materials passport platform (MPP) is a software platform to create materials passports. The proof of concept (PoC) is the software platform developed as the first version of the MPP. It was developed in deliverable D6 and some aspects of it will be optimised as part of other tasks to aid the production of 300 MP mandated in deliverable D7. Development Process & Content Based on Value for Users The guiding objective of MP and the MPP is to provide value for users, a primary way this is reflected is in the data MP are developed to support. Value is described here as “value propositions.” Value propositions were created through a consultative process that included:  Identifying a total of 21 stakeholder groups as potential users across the building cycle, including for example manufacturers, contractors, occupants, regulators, and recyclers. Surveying a selection of users about their preferences, or user requirements, and conducting an investigation into related platforms and tools in WP1 D1 Synthesis of the state-of-the-art.  Crafting results into value propositions. A main learning was that priorities differ depending on the user, so the platform has to be adaptable for each user’s preference.  Integrating results into a MP input workbook with questions designed to identify those values, and then developing examples of how the system will be used, referred to here as system use cases. Tagging the input fields was started in order to connect value propositions to each input, so users see which input relates to which value.  Using the workbook and system use cases as a basis for the D6 team to develop the PoC platform and for the D5 team to generate this report. A priority identified by many users is that MP must deliver immediate and short-term value additional to providing tools to estimate long term value of materials. Value propositions like reduced construction waste disposal costs, improved environmental performance, quicker maintenance, more cost-effective data management, and healthier buildings rank alongside long-term recoverability of materials. For example, as healthy buildings and productivity of occupants increase in importance, materials health ranks higher for owners and occupants. Materials health also contributes to improving residual value of those materials so they are not liabilities when recovered. Calculating materials health involves more than just totaling the contents of buildings. Those types of values have basic impacts on the type of data gathered for MP and how the MPP is designed.",,2022-11-23 15:37:19,2022-11-27 12:25:17,,,,,,,,,,,,,,,,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/YEKBY8T6/Framework-for-Materials-Passports-for-the-webb.pdf,,Data in Reuse industry; Database; Material passport platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Challenges and Requirements for MPP (Material Passport Plattform). Look at information needed for MPs and why the MPP failed - proof of need for other approach?,72.0
12,,,JGA3TD9I,blogPost,,101Studios,PCDS.lu – Product circularity data sheet » The Circularity Dataset Initiative,,,,,https://pcds.lu/circularity-dataset-initiative/,101,,2022-11-27 14:26:16,2022-11-27 14:26:49,2022-11-27 14:26:16,,,,,,,,,,,,,,zxx,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/9X3AKYEM/circularity-dataset-initiative.html,,Material Passport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,tbd,73.0
13,,,HBTDVHYN,blogPost,,101Studios,PCDS.lu – Product circularity data sheet » The audit system,,,,,https://pcds.lu/the-audit-system/,101,,2022-11-27 14:44:17,2022-11-27 14:44:17,2022-11-27 14:44:17,,,,,,,,,,,,,,zxx,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/6MZTNCN5/the-audit-system.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,tbd,74.0
14,,,9YW54TT2,blogPost,,101Studios,PCDS.lu – Product circularity data sheet » PCDS IT system,,,,,https://pcds.lu/pcds-it-system/,101,,2022-11-27 14:44:51,2022-11-27 14:45:01,2022-11-27 14:44:51,,,,,,,,,,,,,,zxx,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/S9DZIQBX/pcds-it-system.html,,Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tbd,75.0
15,,,TGRXWFFW,journalArticle,2020.0,"Krijnen, Thomas; Beetz, Jakob",An efficient binary storage format for IFC building models using HDF5 hierarchical data format,Automation in Construction,,09265805,10.1016/j.autcon.2020.103134,https://linkinghub.elsevier.com/retrieve/pii/S0926580519311288,"The Industry Foundation Classes (IFC) are a prevalent data model in which Building Information Models can be exchanged, typically with a file-based nature. Processing the full extent of these models can be time-consuming. Considering the multi-disciplinary nature of the construction industry, stakeholders will typically only be interested in a small subset, depending on the purpose of the exchange. Therefore, the retrieval of relevant subsets, whether spatially, based on discipline, or others, is necessary to effectively consume such datasets in downstream applications.",2020-05,2022-04-16 21:16:58,2022-04-16 21:16:58,2022-04-16 21:16:58,103134,,,113,,Automation in Construction,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/FUWRIU5W/Krijnen und Beetz - 2020 - An efficient binary storage format for IFC buildin.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Look at conclusion. Might be interesting to see how the information are sifted. Otherwise discard,76.0
17,,,VUP464JN,journalArticle,2022.0,"Cao, Jianpeng; Bucher, David F.; Hall, Daniel M.; Eggers, Mike",A graph-based approach for module library development in industrialized construction,Computers in Industry,,01663615,10.1016/j.compind.2022.103659,https://linkinghub.elsevier.com/retrieve/pii/S0166361522000562,"A library of prefabricated parts and assemblies, i.e. module library, can help a firm in the construction industry transition to a more industrialized and product-oriented approach. However, existing approaches to manage such libraries are oriented around single-use projects. There is need for a more flexible data structure to support storage, analysis and reuse of design information. This paper proposes a graph-based approach to develop a module library. The approach includes a graph representation of modules, a graph database development, and a graph-based similarity analysis. The proposed approach is validated using a prefabricated timber panel system via a web-based application. Implementation demonstrates a more ef­ ficient process for bill of material generation and identifying the impacts of design changes.",2022-08,2022-05-08 08:59:19,2022-05-08 08:59:19,2022-05-08 08:59:19,103659,,,139,,Computers in Industry,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/2GMVC6IJ/Cao et al. - 2022 - A graph-based approach for module library developm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Look at GraphDatabase development. What has been used and why? ,78.0
18,,,G6ZNRPTK,journalArticle,,"Ismail, Ali; Nahar, Ahmed; Scherer, Raimar; Dresden, TU",Application of graph databases and graph theory concepts for advanced analysing of BIM models based on IFC standard,,,,,,"In this paper we present a workflow for automatic transformation of IFC schema and IFC models into an IFC Meta and object graph databases. The aim of this research is to study and demonstrate the potential of using graph theory concepts and graph databases in order to manage, visualize and analyse the huge information and complex relationships of BIM models based on IFC standard. For the validation a set data retrieval queries and advanced model analysis for model topology analysis and comparison of different IFC models are carried out in order to demonstrate the flexibility and advantages of the suggested approach.",,2022-10-09 10:22:59,2022-10-09 10:22:59,,13,,,,,,,,,,,,,en,,,,,Zotero,,,,/Users/leonhardschonfelder/Zotero/storage/YJVDEEDT/Ismail et al. - Application of graph databases and graph theory co.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Look at GraphDatabase development. What has been used and why? Also look at interoperability between different GraphDBs,79.0
20,,,8RBIDRND,webpage,2021.0,,What is a Knowledge Graph?,,,,,https://www.ibm.com/cloud/learn/knowledge-graph,"Learn about knowledge graphs, networks of semantic metadata which represent a collection of related entities.",2021-11-04,2022-11-07 13:32:58,2022-11-07 13:32:58,2022-08-26 13:50:41,,,,,,,,,,,,,,en-us,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/22YDXFHQ/knowledge-graph.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Definition of Knowledge Graph,81.0
21,,,HJDG8NBP,journalArticle,2019.0,"Ali, Wajid; Shafique, Muhammad Usman; Majeed, Muhammad Arslan; Raza, Ali",Comparison between SQL and NoSQL Databases and Their Relationship with Big Data Analytics,Asian Journal of Research in Computer Science,,2581-8260,10.9734/ajrcos/2019/v4i230108,https://journalajrcos.com/index.php/AJRCOS/article/view/66,"A key ingredient in the world of cloud computing is a database that can be used by a great number of users. Distributed storage mechanisms become the de-facto method for data storage used by companies for the new generation of web applications. In the world of data storage, NoSQL (usually interpreted as ""not only SQL"" by developers) database is a growing trend. It is said that NoSQL alternates with the most widely used relational databases for the data storage, but, as the name implies, it does not fully replace the SQL. In this paper we will discuss about SQL and NoSQL databases, comparison of traditional SQL with NoSQL databases for Big Data analytics, NoSQL data models, types of NoSQL data stores, characteristics and features of each data store, advantages and disadvantages of NoSQL and RDBMS.",2019-10-21,2022-11-09 21:23:34,2022-11-09 21:23:34,2022-11-09 21:23:34,1-10,,,,,AJRCoS,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/UTKJSMTA/Ali et al. - 2019 - Comparison between SQL and NoSQL Databases and The.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Comparision between SQL and NoSQL. Why NoSQL has been chosen for DB instead of SQL.,82.0
22,,,RVZ77C5N,conferencePaper,2017.0,"Gupta, Adity; Tyagi, Swati; Panwar, Nupur; Sachdeva, Shelly; Saxena, Upaang",NoSQL databases: Critical analysis and comparison,2017 International Conference on Computing and Communication Technologies for Smart Nation (IC3TSN),978-1-5386-0627-8,,10.1109/IC3TSN.2017.8284494,http://ieeexplore.ieee.org/document/8284494/,"The current research explores and differentiates between various forms in which NoSQL databases exist. It examines the need of NoSQL and how they have become an important alternative to relational databases. NoSQL databases can be categorized into four major classifications which are: key value stores, graph databases, wide column stores, and document stores. These categories are compared on the basis of functional features and non-functional features. The non-functional features include performance, scalability, flexibility, structure and complexity. The functional features include de-normalization, joins, atomicity, aggregation and keys. Then for further analysis, one database is selected from each of these categories that is, MongoDB (document stores), Cassandra (wide column stores), Redis (key value stores), and Neo4j (graph databases). Selected databases are compared on their data model, CAP theorem, distributive properties and other factors. By performing the comparison on non-functional features, it has been found that a document store can be used if high performance, flexibility and scalability are required and if we have represented the data in JSON format. Column store can be used for semi structured data which requires high performance and scalability. Redis is aninmemory store and performs exceptionally fast in the case of single shard operation. Graph databases can be used when it comes to highly interconnected data and continuously evolving data models. The comparison between MongoDB, Cassandra, Redis and Neo4j concluded that all of them follow horizontal scaling and are schema free. Except Neo4j, others don’t have complete ACID properties. Write and delete operations are fast for databases MongoDB, Redis and Cassandra, whereas read operation is comparatively slow in Cassandra. In case of Neo4j, REST performance is similar to MongoDB, whereas embedded is comparatively slow. We also discuss how these databases work in a distributed environment.",2017-10,2022-11-09 21:23:37,2022-11-09 21:23:38,2022-11-09 21:23:37,293-299,,,,,,NoSQL databases,,,,,IEEE,Gurgaon,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/M6IMM8LT/Gupta et al. - 2017 - NoSQL databases Critical analysis and comparison.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 International Conference on Computing and Communication Technologies for Smart Nation (IC3TSN),,,,,,,,,,,,,,,,,1,Database design and choice - build up argument for use of NoSQL and differentiate between different NoSQL DBs.,83.0
23,,,NG5TYUTB,journalArticle,2016.0,"Hart, Edmund M.; Barmby, Pauline; LeBauer, David; Michonneau, François; Mount, Sarah; Mulrooney, Patrick; Poisot, Timothée; Woo, Kara H.; Zimmerman, Naupaka B.; Hollister, Jeffrey W.",Ten Simple Rules for Digital Data Storage,PLOS Computational Biology,,1553-7358,10.1371/journal.pcbi.1005097,https://dx.plos.org/10.1371/journal.pcbi.1005097,No Abstract,2016-10-20,2022-11-09 21:23:40,2022-11-09 21:23:40,2022-11-09 21:23:40,e1005097,,10.0,12,,PLoS Comput Biol,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/8QKZXHGQ/Hart et al. - 2016 - Ten Simple Rules for Digital Data Storage.pdf,,,,"Markel, Scott",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,tbd,84.0
24,,,PU9XAEJ7,journalArticle,2016.0,"Abourezq, Manar; Idrissi, Abdellah",Database-as-a-Service for Big Data: An Overview,International Journal of Advanced Computer Science and Applications,,"21565570, 2158107X",10.14569/IJACSA.2016.070124,http://thesai.org/Publications/ViewPaper?Volume=7&Issue=1&Code=ijacsa&SerialNo=24,"The last two decades were marked by an exponential growth in the volume of data originating from various data sources, from mobile phones to social media contents, all through the multitude devices of the Internet of Things. This flow of data can’t be managed using a classical approach and has led to the emergence of a new buzz word: Big Data. Among the research challenges related to Big Data there is the issue of data storage. Traditional relational database systems proved to be unable to efficiently manage Big Data datasets. In this context, Cloud Computing plays a relevant role, as it offers interesting models to deal with Big Data storage, especially the model known as Database as a Service (DBaaS). We propose, in this article, a review of database solutions that are offered as DBaaS and discuss their adaptability to Big Data applications.",2016,2022-11-09 21:23:44,2022-11-09 21:23:44,2022-11-09 21:23:44,,,1.0,7,,ijacsa,Database-as-a-Service for Big Data,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/A6X5PIBN/Abourezq und Idrissi - 2016 - Database-as-a-Service for Big Data An Overview.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Databases (in this case for BigData) and cloud DBs. Look at conclusion, maybe out of interest, otherwise discard",85.0
25,,,RWK6DYUK,journalArticle,2016.0,"Suthakar, Uthayanath; Magnoni, Luca; Smith, David Ryan; Khan, Akram; Andreeva, Julia",An efficient strategy for the collection and storage of large volumes of data for computation,Journal of Big Data,,2196-1115,10.1186/s40537-016-0056-1,http://journalofbigdata.springeropen.com/articles/10.1186/s40537-016-0056-1,"In recent years, there has been an increasing amount of data being produced and stored, which is known as Big Data. The social networks, internet of things, scientific experiments and commercial services play a significant role in generating a vast amount of data. Three main factors are important in Big Data; Volume, Velocity and Variety. One needs to consider all three factors when designing a platform to support Big Data. The Large Hadron Collider (LHC) particle accelerator at CERN consists of a number of data-intensive experiments, which are estimated to produce a volume of about 30 PB of data, annually. The velocity of these data that are propagated will be extremely fast. Traditional methods of collecting, storing and analysing data have become insufficient in managing the rapidly growing volume of data. Therefore, it is essential to have an efficient strategy to capture these data as they are produced. In this paper, a number of models are explored to understand what should be the best approach for collecting and storing Big Data for analytics. An evaluation of the performance of full execution cycles of these approaches on the monitoring of the Worldwide LHC Computing Grid (WLCG) infrastructure for collecting, storing and analysing data is presented. Moreover, the models discussed are applied to a community driven software solution, Apache Flume, to show how they can be integrated, seamlessly.",2016-12,2022-11-09 21:23:47,2022-11-09 21:23:47,2022-11-09 21:23:47,21,,1.0,3,,J Big Data,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/QX4GUNYM/Suthakar et al. - 2016 - An efficient strategy for the collection and stora.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3Vs. Definition - look at conclusion,86.0
26,,,HQFXVB9A,conferencePaper,2011.0,Jing Han; Haihong E; Guan Le; Jian Du,Survey on NoSQL database,2011 6th International Conference on Pervasive Computing and Applications,978-1-4577-0208-2 978-1-4577-0209-9 978-1-4577-0207-5,,10.1109/ICPCA.2011.6106531,http://ieeexplore.ieee.org/document/6106531/,"With the development of the Internet and cloud computing, there need databases to be able to store and process big data effectively, demand for high­ performance when reading and writing, so the traditional relational database is facing many new challenges. Especially in large scale and high­ concurrency applications, such as search engines and SNS, using the relational database to store and query dynamic user data has appeared to be inadequate. In this case, NoSQL database created This paper describes the background, basic characteristics, data model of NoSQL. In addition, this paper classifies NoSQL databases according to the CAP theorem. Finally, the mainstream NoSQL databases are separately described in detail, and extract some properties to help enterprises to choose NoSQL.",2011-10,2022-11-09 21:23:50,2022-11-09 21:23:50,2022-11-09 21:23:50,363-366,,,,,,,,,,,IEEE,"Port Elizabeth, South Africa",en,,,,,DOI.org (Crossref),,,,/Users/leonhardschonfelder/Zotero/storage/77EGLASE/Jing Han et al. - 2011 - Survey on NoSQL database.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011 6th International Conference on Pervasive Computing and Applications (ICPCA),,,,,,,,,,,,,,,,,2,NoSQL DB comparision,87.0
29,,,JUTDY9TL,document,,"Frank McSherry; Derek G. Murray; Isard, Michael",Scalability! But at what Cost?,,,,,,No Abstract,,2022-11-11 18:50:32,2022-11-11 18:51:27,,,,,,,,,,,,,,,,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/GBT75SKL/hotos15-paper-mcsherry.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,tbd,90.0
30,,,2B7EZDW2,book,,"Fourny, Ghislain",Big Data - From clay tablets to integrated lakehouses,,,,,,No Abstract,,2022-11-11 18:52:05,2022-11-11 18:52:39,,,,,,,,,,,,,,,,,,,,,,,,/Users/leonhardschonfelder/Zotero/storage/76U7Q32N/big-data.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,For basics and theory,91.0
