,Authors,Title,Year,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type
372,"Shen Z., Issa R.R.A., O'Brien W.",A Model for Integrating Construction Design and Schedule Data,2003,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642341274&partnerID=40&md5=bb4308d5234a930768a473047330e5f6,"The difficulty of timely retrieval of useful information from heterogeneous data sources is a major cause of low productivity in the construction industry. The goal of this research is to provide a new methodology to handle the data-heterogeneity problems encountered in a construction project. This research proposes a tree-structured product model, which binds design knowledge, cost data and schedule data together, as a feasible solution for the data integration problem in construction projects. The methodology uses the knowledge representation of construction projects based on an ontology. Meta-data are used to describe the conceptual structure of the project knowledge. The concept of views is used to answer particular queries from different domains. A general methodology is under development to support queries about a particular construction project from different user perspectives based on heterogeneous construction data sources in a dynamic environment. The research is composed of two major parts: (1) organize the heterogeneous construction data into a tree structure; and (2) retrieve information and obtain domain views by specifying the ways of traversing the tree. The future goal is to develop a prototype that will support some of the major functions needed in today's construction projects. Functional examples are used to demonstrate the validity of the proposed methodology.",,Data-heterogeneity; Ontology; Computer aided design; Computer aided manufacturing; Computer software; Construction industry; Contracts; Data reduction; Managers; Metadata; Project management; Standardization; Information retrieval,Conference Paper
143,"Zhang B., Li X., Xiao J.",A Primary Study of Environmental Impact Assessment for RC Column Using Ontological Theory,2018,10.1061/9780784481738.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052641397&doi=10.1061%2f9780784481738.002&partnerID=40&md5=4f89a34ad80d2bf53eeb3cd89cba848f,"Building structural design plays an important role in reducing embodied environmental impact (EI) of buildings as it decides building material and engineering quantities. Existing tools that assist structural designers in reducing EI are mainly software for assessing EI of material consumption, while EI happening in construction phase, which is related to engineering quantities, is out of the assessment scope. To better support structural designers in achieving a balance between structural requirements and environmental protection, this paper builds an ontology framework for assessing the embodied EI of building structures. The ontology is based on a building environmental performance assessment model-BEPAS, and takes account of EI related both to material consumption and construction activities. The EI of a reinforced concrete column was assessed and served as a case study to test the correctness and application of the constructed ontology. © 2018 American Society of Civil Engineers.",,Apartment houses; Construction industry; Environmental impact assessments; Environmental management; Office buildings; Ontology; Reinforced concrete; Structural design; Sustainable development; Building structural; Construction activities; Embodied environmental impact; Environmental performance assessment; Material consumption; Ontological theories; Reinforced concrete column; Structural requirements; Environmental impact,Conference Paper
32,Last C.,A Reflective Note for Dialectical Thinkers,2020,10.1007/978-3-030-46966-5_13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101617909&doi=10.1007%2f978-3-030-46966-5_13&partnerID=40&md5=36db9181eb2a7db3eb5b486b21c50a9f,"The dominant forms of thought today exist as either deconstructive or metalinguistic structures. Here we attempt to situate dialectical thinking as a constructive meta-mediation of this opposition between deconstruction and metalanguage. Dialectical thinking offers us a way to think about the processual nature of reason itself as a force of thought mediating being. In this mode of understanding, we attempt to think the possibility of articulating the meaning and importance of ‘metaontology’ defined as the ontology of epistemology. In a metaontology, we treat the structure of concepts not as reflecting external territory (map is a territory), nor as existing at a distance from external territory (map is not the territory), but as having their own territory (geometry) (i.e. maps as territory). We attempt to approach metaontology by reflectively observing the singularity of the author’s own internal territorial map, revealing a ‘quadratic twisted circularity’; and also the movement of the symbolic order itself, revealing a possible invariant unsymbolizable real. From these reflections we dive into the foundations of dialectical thinking, starting with Plato, and then exploring modifications introduced by Hegel and Lacan. Finally, we offer a dialectical structure of knowledge for the twenty-first century. This offering is meant only as an offer, a consideration, for how dialectics can be deployed at the location of key antagonisms in the contemporary field. The hope is that future dialecticians will be able to utilize this logic to engage in crucial intellectual interventions. © 2020, Springer Nature Switzerland AG.",,,Book Chapter
16,"Xu Z., Wang J., Zhu H.",A Semantic-Based Methodology to Deliver Model Views of Forward Design for Prefabricated Buildings,2022,10.3390/buildings12081158,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137355645&doi=10.3390%2fbuildings12081158&partnerID=40&md5=a30cc6acf66a92e185927b137f563fa7,"Contemporary engineering in the construction field has put forward higher requirements on the value utilization of building information models, and as the prefabricated building is the core of construction industrialization, using BIM (Building Information Model) technology to realize the forward design of prefabricated buildings and maximize the value of BIM is in urgent demand in the current construction industry. However, in the application process of forward design, there is a lack of standardized implementation guidance and mature technical support, leading to many problems such as a redundancy of model information, heterogeneity of data information, and low efficiency of transmission. Based on this, this paper proposes a model view delivery method of forward design for prefabricated buildings. Firstly, a simplified assembly model and an assembly knowledge model are designed and extended with IFC (Industry Foundation Classes), then we realize the knowledge visualization expression by combining with an ontology semantic system. For the model view of a prefabricated building domain, this paper realizes the reusable concept module by ontology IDM (Information Delivery Manual) and properties selection of knowledge graphs, and then completes the model view delivery through data mapping and IfcDoc (Ifc Documentation Generator) tool output. Finally, the implementation model of information delivery management for forward design is built with model view delivery as the central link. © 2022 by the authors.",assembly model; BIM; forward design; knowledge graph; model view definition,,Article
362,"Rezgui Y., Meziane F.",A Web Services Implementation of a User-Centered Knowledge Management Platform for the Construction Industry,2005,10.4018/jiit.2005100101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001759497&doi=10.4018%2fjiit.2005100101&partnerID=40&md5=ad34831f93ee9de6867ead24233722ae,"The research described in this paper aims at specifying and developing an open model-based infrastructure and a set of tools that promote consistent knowledge management within collaborative environments in the construction sector. The specified solution emerged from a comprehensive analysis of the business and information/knowledge management practices of four construction organizations and makes use of a construction-specific ontology for specifying adaptive mechanisms that can organize documents according to their content and interdependencies while maintaining their overall consistency. The proposed Web-based infrastructure includes services allowing the creation, capture, indexing, retrieval, and dissemination of knowledge. It also promotes the integration of third-party services, including proprietary and legacy tools. The Web-services model is used as the underlying middleware technology that supports the solution. The research is sponsored by the European Commission under the Framework V Programme (Information Society and Technology). © 2005, IGI Global. All rights reserved.",Inernet-based services; information engineering; knowledge management; knowledge-based systems,,Article
225,"Chasey A.D., Agrawal N.",A case study on the social aspect of sustainability in construction,2013,10.1061/9780784412688.065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887334274&doi=10.1061%2f9780784412688.065&partnerID=40&md5=2afa80447742e6987bbe928d7550c2d8,"The contemporary philosophy of Sustainability is based on three concerns of human ecology: economy, environment, and social equity. The trend today is to make this tri-dimensional concept into a more useable science. Industries generally have well-defined mechanisms for operating under the Economic aspect. While most of them, including construction, have different methods for comprehending the dynamics of the environmental aspect, progress on the social front has been mostly inadequate. This paper focuses on the social aspect of Sustainability in the context of the construction industry and will explore various issues in the life cycle that impacts the applicability of the Sustainability philosophy in general or its social agenda in particular. A case study of an advanced technology facility project catalogues how social sustainability can be part of the project life-cycle through a framework for understanding, formulating and benchmarking the social issues in construction. This research is limited by the case study approach in the Advanced Technology Facility sector, but does provide insight into how social sustainability can affect project outcomes. © 2013 American Society of Civil Engineers.",,Advanced technology; Case study approach; Economic aspects; Environmental aspects; Project outcomes; Social agendas; Social sustainability; Sustainability philosophies; Construction industry; Economic and social effects; Ontology; Project management; Research; Social aspects; Sustainable development,Conference Paper
186,"Costa G., Sicilia Á., Lilis G.N., Rovas D.V., Izkara J.",A comprehensive ontologies-based framework to support the retrofitting design of energy-efficient districts,2016,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016631400&partnerID=40&md5=d82deb9d85daaf8b8c039585dc797ad0,"As part of the Europe 2020strategy, one of the challenges for the European construction sector is to reduce the energy footprint and CO2 emissions from new and renovated buildings. This interest is also fostered at a district scale with new technological solutions being developed to achieve more efficient designs. In response to this challenge, a web-based platform for district energy-efficient retrofitting design projects has been proposed in the context of OptEEmAL research project. In order to provide data integration and interoperability between BIM/GIS models and energy simulation tools through this platform, a District Data Model (DDM) has been devised. In this model, fields for urban sustainable regeneration (energy, social, environment, comfort, urban morphology and economic) are related to existing ontological models based on the CityGML and IFC schemas. This paper discusses how the semantic representation from IFC and CityGML files with different levels of detail can be integrated to obtain consistent description of the district in the proposed district data model. © 2016 Taylor & Francis Group, London.",,Architectural design; Construction industry; Data integration; Ontology; Process engineering; Retrofitting; Semantics; Construction sectors; Efficient designs; Energy simulation; Levels of detail; Ontological models; Semantic representation; Technological solution; Web based platform; Energy efficiency,Conference Paper
38,"Baek S., Jung W., Han S.H.","A critical review of text-based research in construction: Data source, analysis method, and implications",2021,10.1016/j.autcon.2021.103915,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114159730&doi=10.1016%2fj.autcon.2021.103915&partnerID=40&md5=21e4581ca845fa8ed281b81b649232d2,"The advancement of natural language processing and text mining techniques facilitate automatic non-trivial pattern extraction and knowledge discovery from text data. However, text-based research has received less attention compared to image- and sensor-based research in the construction industry. Hence, this paper performs a comprehensive review to understand the current state and future insights of text analytics focusing on the data source and analysis method. This study identifies various kinds of text data sources from project documents as well as open data in the websites. In addition, the review finds that the ontology- and rule-based approach has been dominant, at the same time, recent research has attempted to apply the state-of-the-art machine learning methods. It is envisioned that there are potential advancements in construction engineering and management based on the latest text analysis methods along with the enriched data by the digital transformation. © 2021 Elsevier B.V.",Construction; Data source; Natural language processing; Review; Text analysis method; Text mining; Text-based research; Unstructured text data,Construction; Construction industry; Data mining; Learning algorithms; Learning systems; Metadata; Open Data; Project management; Reviews; Construction data; Critical review; Data-source; Language processing; Natural languages; Text data; Text-analysis methods; Text-based research; Text-mining; Unstructured text data; Natural language processing systems,Review
262,"Scherer R.J., Schapke S.-E.",A distributed multi-model-based Management Information System for simulation and decision-making on construction projects,2011,10.1016/j.aei.2011.08.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053611090&doi=10.1016%2fj.aei.2011.08.007&partnerID=40&md5=dc54a3c288b4ed0980fc2a1dac49f77a,"The conceptual development of a Management Information System to support decision making on construction projects across all management levels within the owner and the contractor organizations is introduced. The system is designed as a distributed information and service platform. The backbone of the system is a layered ontology framework. Along with the information system, a novel approach to process and multi-model driven construction management is developed that allows for sharing distributed, yet interrelated, engineering and management application models in so called multi-models. A major challenge of the system is the management of the information and model logistics as well as the interdependencies among the application models. In order to support the retrieval of information from different project phases, domains and organizations and their combination in coherent multi-models, an ontology framework is developed. It defines the overall information space of the application models describing the application models content and their links in multi-models as well as the collaboration processes within the virtual organization of the project. The proposed system represents a paradigm shift. The information space is no longer product-model-centric. Central to the model-based information space is the process model that interrelates application model views contained in multi-models required for specific planning, production and analysis tasks. The activities are considered the enabler to semi-automatically combine dedicated information pieces of existing application models in new multi-models. Therefore we have identified the instantiation of activities and their combination to valid process chains to be the bottleneck to make the process and multi-model driven construction management efficient. As a consequence, we develop a new process and multi-model generation method, which is based on process modules formalized in description logics. The process modules combine distinct methods of Reference Process Modelling and Business Process Objects. In the generated processes, related application models, and populated multi-models are hierarchically structured (1) to support the utilization of project information by different actors of the hierarchical project organization and (2) to handle engineering and management knowledge and decisions piecewise during process generation in accordance to the hierarchy levels of the involved decision makers, thereby reducing the overall complexity of decision making. The paper discusses: (1) the main components of the system for interlinking and sharing models and information, (2) the ontology-based multi-model framework and the basics for the hierarchical structuring of the models, and (3) the generation of integrated process models. © 2011 Elsevier Ltd. All rights reserved.",Building information model; Construction management; Interoperability; Multi-model; Ontologies; Process-centric,Application models; Building Information Model - BIM; Business Process; Collaboration process; Conceptual development; Construction management; Construction projects; Decision makers; Description logic; Distributed information; Generation method; Hierarchical structuring; Information spaces; Integrated process model; Layered ontologies; Main component; Management applications; Management level; Multi-model; Ontology-based; Paradigm shifts; Piece-wise; Process chain; Process generation; Process model; Process modelling; Process-centric; Project informations; Project organization; Project phasis; Service platforms; Virtual organization; Computer simulation; Computer supported cooperative work; Construction industry; Data description; Information systems; Information theory; Interoperability; Knowledge management; Management information systems; Models; Ontology; Project management; Decision making,Article
258,"Zhao H., Yin Y.-L.",A dynamic mechanism of risk allocation of construction project from perspective of incomplete contract theory: A theoretical model,2011,10.1109/ICIEEM.2011.6035518,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155183724&doi=10.1109%2fICIEEM.2011.6035518&partnerID=40&md5=58e2087c3a616d5465706a9191068e0d,"Proper risk allocation (RA) can promote project management performance by means of contract clauses, but the existing researches were mainly on the philosophy of one-time and static RA, which hindered the project management performance improvement persistently. On the basis of literature review, the paper pointed out the characteristic of dynamic RA , and further analyzed the RA contract clauses of incomplete contract nature, and established a theory model of dynamic RA in construction project which includes initial RA and risk reallocation, which has important significance on reasonable RA in the process of contract negotiation between the project owner and the contractor. © 2011 IEEE.",Construction Project; Dynamic Mechanism; Incomplete Contract Theory; Risk Allocation,Construction projects; Contract clause; Contract negotiation; Dynamic Mechanism; Incomplete contracts; Literature reviews; Performance improvements; Project owners; Risk Allocation; Theoretical models; Theory model; Construction industry; Contracts; Dynamics; Industrial engineering; Ontology; Project management,Conference Paper
